signal,dte,delta_target,tp,time_stop_h,sl,n_fires,mean_exit_multiple,median_exit_multiple,std_exit_multiple,win_rate,hit_tp_pct,hit_sl_pct,hit_ts_pct,hit_expiry_pct,mean_entry_ask_usd,expected_dollar_pnl,median_dollar_pnl
vol_burst,3,0.35,2.0,12,,115,0.9086,0.8143,0.3791,0.2,0.0609,0.0,0.9391,0.0,1659.11,-158.82,-322.65
vol_burst,3,0.35,2.0,12,0.3,115,0.9011,0.8102,0.3855,0.1913,0.0609,0.0174,0.9217,0.0,1659.11,-177.54,-336.92
vol_burst,3,0.35,2.0,12,0.5,115,0.9011,0.8102,0.3855,0.1913,0.0609,0.0348,0.9043,0.0,1659.11,-177.52,-336.92
vol_burst,3,0.35,2.0,16,,115,0.9012,0.7436,0.4368,0.2,0.0783,0.0,0.9217,0.0,1659.11,-173.19,-396.53
vol_burst,3,0.35,2.0,16,0.3,115,0.8858,0.7432,0.4412,0.1913,0.0783,0.0261,0.8957,0.0,1659.11,-211.5,-398.61
vol_burst,3,0.35,2.0,16,0.5,115,0.8869,0.7432,0.4399,0.1913,0.0783,0.0783,0.8435,0.0,1659.11,-209.8,-398.61
vol_burst,3,0.35,2.0,20,,115,0.8854,0.7468,0.4577,0.2348,0.087,0.0,0.913,0.0,1659.11,-200.46,-381.31
vol_burst,3,0.35,2.0,20,0.3,115,0.8804,0.7468,0.463,0.2348,0.087,0.0348,0.8783,0.0,1659.11,-213.12,-381.31
vol_burst,3,0.35,2.0,20,0.5,115,0.8728,0.7287,0.4664,0.2348,0.087,0.1304,0.7826,0.0,1659.11,-223.63,-397.26
vol_burst,3,0.35,2.5,4,,115,0.9486,0.8616,0.2673,0.2783,0.0,0.0,1.0,0.0,1659.11,-99.1,-197.96
vol_burst,3,0.35,2.5,4,0.3,115,0.9486,0.8616,0.2673,0.2783,0.0,0.0,1.0,0.0,1659.11,-99.1,-197.96
vol_burst,3,0.35,2.5,4,0.5,115,0.9486,0.8616,0.2673,0.2783,0.0,0.0,1.0,0.0,1659.11,-99.1,-197.96
vol_burst,3,0.35,2.5,8,,115,0.8844,0.8213,0.2386,0.2261,0.0,0.0,1.0,0.0,1659.11,-204.85,-278.58
vol_burst,3,0.35,2.5,8,0.3,115,0.8758,0.8208,0.2471,0.2174,0.0,0.0087,0.9913,0.0,1659.11,-226.27,-283.71
vol_burst,3,0.35,2.5,8,0.5,115,0.876,0.8208,0.2469,0.2174,0.0,0.0174,0.9826,0.0,1659.11,-226.07,-283.71
vol_burst,3,0.35,2.5,12,,115,0.8689,0.8143,0.2955,0.1826,0.0087,0.0,0.9913,0.0,1659.11,-223.96,-322.65
vol_burst,3,0.35,2.5,12,0.3,115,0.8614,0.8102,0.3028,0.1739,0.0087,0.0174,0.9739,0.0,1659.11,-242.68,-336.92
vol_burst,3,0.35,2.5,12,0.5,115,0.8614,0.8102,0.3027,0.1739,0.0087,0.0348,0.9565,0.0,1659.11,-242.66,-336.92
vol_burst,3,0.35,2.5,16,,115,0.8763,0.7436,0.4386,0.1826,0.0261,0.0,0.9739,0.0,1659.11,-207.4,-396.53
vol_burst,3,0.35,2.5,16,0.3,115,0.8609,0.7432,0.4421,0.1739,0.0261,0.0261,0.9478,0.0,1659.11,-245.7,-398.61
vol_burst,3,0.35,2.5,16,0.5,115,0.8621,0.7432,0.4409,0.1739,0.0261,0.0783,0.8957,0.0,1659.11,-244.01,-398.61
vol_burst,3,0.35,2.5,20,,115,0.855,0.741,0.4511,0.2174,0.0261,0.0,0.9739,0.0,1659.11,-242.97,-394.75
vol_burst,3,0.35,2.5,20,0.3,115,0.85,0.741,0.4562,0.2174,0.0261,0.0348,0.9391,0.0,1659.11,-255.64,-394.75
vol_burst,3,0.35,2.5,20,0.5,115,0.8425,0.7287,0.4591,0.2174,0.0261,0.1304,0.8435,0.0,1659.11,-266.15,-397.9
vol_burst,3,0.4,,4,,114,0.9533,0.882,0.2273,0.2368,0.0,0.0,1.0,0.0,2004.4,-113.37,-226.34
vol_burst,3,0.4,,4,0.3,114,0.9533,0.882,0.2273,0.2368,0.0,0.0,1.0,0.0,2004.4,-113.37,-226.34
vol_burst,3,0.4,,4,0.5,114,0.9533,0.882,0.2273,0.2368,0.0,0.0,1.0,0.0,2004.4,-113.37,-226.34
vol_burst,3,0.4,,8,,114,0.895,0.8343,0.2019,0.2281,0.0,0.0,1.0,0.0,2004.4,-223.45,-296.93
vol_burst,3,0.4,,8,0.3,114,0.895,0.8343,0.2019,0.2281,0.0,0.0,1.0,0.0,2004.4,-223.45,-296.93
vol_burst,3,0.4,,8,0.5,114,0.895,0.8343,0.2019,0.2281,0.0,0.0,1.0,0.0,2004.4,-223.45,-296.93
vol_burst,3,0.4,,12,,114,0.8849,0.8264,0.3118,0.1579,0.0,0.0,1.0,0.0,2004.4,-246.12,-332.78
vol_burst,3,0.4,,12,0.3,114,0.8849,0.8264,0.3118,0.1579,0.0,0.0088,0.9912,0.0,2004.4,-246.12,-332.78
vol_burst,3,0.4,,12,0.5,114,0.8849,0.8264,0.3118,0.1579,0.0,0.0088,0.9912,0.0,2004.4,-246.12,-332.78
vol_burst,3,0.4,,16,,114,0.8459,0.7768,0.3189,0.1667,0.0,0.0,1.0,0.0,2004.4,-328.28,-425.04
vol_burst,3,0.4,,16,0.3,114,0.8354,0.7744,0.3159,0.1579,0.0,0.0263,0.9737,0.0,2004.4,-354.47,-434.89
vol_burst,3,0.4,,16,0.5,114,0.8355,0.7744,0.3158,0.1579,0.0,0.0439,0.9561,0.0,2004.4,-354.34,-434.89
vol_burst,3,0.4,,20,,114,0.8279,0.7698,0.3223,0.1667,0.0,0.0,1.0,0.0,2004.4,-356.49,-428.96
vol_burst,3,0.4,,20,0.3,114,0.8198,0.7672,0.3316,0.1667,0.0,0.0351,0.9649,0.0,2004.4,-375.17,-428.96
vol_burst,3,0.4,,20,0.5,114,0.8043,0.7476,0.3371,0.1667,0.0,0.114,0.886,0.0,2004.4,-406.53,-471.44
vol_burst,3,0.4,1.3,4,,114,0.9453,0.882,0.1706,0.2456,0.114,0.0,0.886,0.0,2004.4,-119.32,-226.34
vol_burst,3,0.4,1.3,4,0.3,114,0.9453,0.882,0.1706,0.2456,0.114,0.0,0.886,0.0,2004.4,-119.32,-226.34
vol_burst,3,0.4,1.3,4,0.5,114,0.9453,0.882,0.1706,0.2456,0.114,0.0,0.886,0.0,2004.4,-119.32,-226.34
vol_burst,3,0.4,1.3,8,,114,0.9165,0.8367,0.2143,0.2456,0.1579,0.0,0.8421,0.0,2004.4,-173.51,-294.59
vol_burst,3,0.4,1.3,8,0.3,114,0.9165,0.8367,0.2143,0.2456,0.1579,0.0,0.8421,0.0,2004.4,-173.51,-294.59
vol_burst,3,0.4,1.3,8,0.5,114,0.9165,0.8367,0.2143,0.2456,0.1579,0.0,0.8421,0.0,2004.4,-173.51,-294.59
vol_burst,3,0.4,1.3,12,,114,0.9094,0.839,0.245,0.2281,0.193,0.0,0.807,0.0,2004.4,-181.13,-322.35
vol_burst,3,0.4,1.3,12,0.3,114,0.9094,0.839,0.245,0.2281,0.193,0.0,0.807,0.0,2004.4,-181.13,-322.35
vol_burst,3,0.4,1.3,12,0.5,114,0.9094,0.839,0.245,0.2281,0.193,0.0,0.807,0.0,2004.4,-181.13,-322.35
vol_burst,3,0.4,1.3,16,,114,0.8915,0.7992,0.2743,0.2632,0.2018,0.0,0.7982,0.0,2004.4,-215.28,-370.41
vol_burst,3,0.4,1.3,16,0.3,114,0.8915,0.7992,0.2743,0.2632,0.2018,0.0,0.7982,0.0,2004.4,-215.28,-370.41
vol_burst,3,0.4,1.3,16,0.5,114,0.8916,0.7992,0.2741,0.2632,0.2018,0.0175,0.7807,0.0,2004.4,-215.15,-370.41
vol_burst,3,0.4,1.3,20,,114,0.8924,0.7907,0.2931,0.2895,0.2456,0.0,0.7544,0.0,2004.4,-204.47,-396.15
vol_burst,3,0.4,1.3,20,0.3,114,0.8865,0.7907,0.3022,0.2895,0.2456,0.0088,0.7456,0.0,2004.4,-217.62,-396.15
vol_burst,3,0.4,1.3,20,0.5,114,0.871,0.7804,0.3116,0.2895,0.2456,0.0877,0.6667,0.0,2004.4,-248.97,-414.3
vol_burst,3,0.4,1.5,4,,114,0.9548,0.882,0.206,0.2456,0.0702,0.0,0.9298,0.0,2004.4,-104.4,-226.34
vol_burst,3,0.4,1.5,4,0.3,114,0.9548,0.882,0.206,0.2456,0.0702,0.0,0.9298,0.0,2004.4,-104.4,-226.34
vol_burst,3,0.4,1.5,4,0.5,114,0.9548,0.882,0.206,0.2456,0.0702,0.0,0.9298,0.0,2004.4,-104.4,-226.34
vol_burst,3,0.4,1.5,8,,114,0.9294,0.8367,0.2538,0.2456,0.1053,0.0,0.8947,0.0,2004.4,-150.49,-294.59
vol_burst,3,0.4,1.5,8,0.3,114,0.9294,0.8367,0.2538,0.2456,0.1053,0.0,0.8947,0.0,2004.4,-150.49,-294.59
vol_burst,3,0.4,1.5,8,0.5,114,0.9294,0.8367,0.2538,0.2456,0.1053,0.0,0.8947,0.0,2004.4,-150.49,-294.59
vol_burst,3,0.4,1.5,12,,114,0.9334,0.839,0.305,0.2105,0.1579,0.0,0.8421,0.0,2004.4,-130.8,-322.35
vol_burst,3,0.4,1.5,12,0.3,114,0.9334,0.839,0.305,0.2105,0.1579,0.0,0.8421,0.0,2004.4,-130.8,-322.35
vol_burst,3,0.4,1.5,12,0.5,114,0.9334,0.839,0.305,0.2105,0.1579,0.0,0.8421,0.0,2004.4,-130.8,-322.35
vol_burst,3,0.4,1.5,16,,114,0.916,0.7992,0.3345,0.2368,0.1754,0.0,0.8246,0.0,2004.4,-163.69,-370.41
vol_burst,3,0.4,1.5,16,0.3,114,0.916,0.7992,0.3345,0.2368,0.1754,0.0,0.8246,0.0,2004.4,-163.69,-370.41
vol_burst,3,0.4,1.5,16,0.5,114,0.9161,0.7992,0.3344,0.2368,0.1754,0.0175,0.807,0.0,2004.4,-163.56,-370.41
vol_burst,3,0.4,1.5,20,,114,0.9151,0.7907,0.3533,0.2544,0.193,0.0,0.807,0.0,2004.4,-150.46,-402.87
vol_burst,3,0.4,1.5,20,0.3,114,0.9092,0.7907,0.3612,0.2544,0.193,0.0088,0.7982,0.0,2004.4,-163.6,-402.87
vol_burst,3,0.4,1.5,20,0.5,114,0.8938,0.7804,0.3701,0.2544,0.193,0.0877,0.7193,0.0,2004.4,-194.96,-414.3
vol_burst,3,0.4,2.0,4,,114,0.9557,0.882,0.2316,0.2368,0.0175,0.0,0.9825,0.0,2004.4,-106.25,-226.34
vol_burst,3,0.4,2.0,4,0.3,114,0.9557,0.882,0.2316,0.2368,0.0175,0.0,0.9825,0.0,2004.4,-106.25,-226.34
vol_burst,3,0.4,2.0,4,0.5,114,0.9557,0.882,0.2316,0.2368,0.0175,0.0,0.9825,0.0,2004.4,-106.25,-226.34
vol_burst,3,0.4,2.0,8,,114,0.914,0.8343,0.2706,0.2281,0.0351,0.0,0.9649,0.0,2004.4,-190.93,-296.93
vol_burst,3,0.4,2.0,8,0.3,114,0.914,0.8343,0.2706,0.2281,0.0351,0.0,0.9649,0.0,2004.4,-190.93,-296.93
vol_burst,3,0.4,2.0,8,0.5,114,0.914,0.8343,0.2706,0.2281,0.0351,0.0,0.9649,0.0,2004.4,-190.93,-296.93
vol_burst,3,0.4,2.0,12,,114,0.8996,0.8264,0.3135,0.1667,0.0439,0.0,0.9561,0.0,2004.4,-213.52,-332.78
vol_burst,3,0.4,2.0,12,0.3,114,0.8996,0.8264,0.3135,0.1667,0.0439,0.0088,0.9474,0.0,2004.4,-213.52,-332.78
vol_burst,3,0.4,2.0,12,0.5,114,0.8996,0.8264,0.3135,0.1667,0.0439,0.0088,0.9474,0.0,2004.4,-213.52,-332.78
vol_burst,3,0.4,2.0,16,,114,0.8954,0.795,0.3604,0.193,0.0614,0.0,0.9386,0.0,2004.4,-209.99,-404.78
vol_burst,3,0.4,2.0,16,0.3,114,0.8846,0.786,0.3598,0.1842,0.0614,0.0088,0.9298,0.0,2004.4,-236.9,-412.59
vol_burst,3,0.4,2.0,16,0.5,114,0.8847,0.786,0.3596,0.1842,0.0614,0.0263,0.9123,0.0,2004.4,-236.77,-412.59
vol_burst,3,0.4,2.0,20,,114,0.8811,0.7794,0.3799,0.193,0.0702,0.0,0.9298,0.0,2004.4,-232.24,-418.31
vol_burst,3,0.4,2.0,20,0.3,114,0.8725,0.7794,0.3897,0.193,0.0702,0.0175,0.9123,0.0,2004.4,-252.02,-418.31
vol_burst,3,0.4,2.0,20,0.5,114,0.8571,0.764,0.3965,0.193,0.0702,0.0965,0.8333,0.0,2004.4,-283.38,-438.55
vol_burst,3,0.4,2.5,4,,114,0.9533,0.882,0.2273,0.2368,0.0,0.0,1.0,0.0,2004.4,-113.37,-226.34
vol_burst,3,0.4,2.5,4,0.3,114,0.9533,0.882,0.2273,0.2368,0.0,0.0,1.0,0.0,2004.4,-113.37,-226.34
vol_burst,3,0.4,2.5,4,0.5,114,0.9533,0.882,0.2273,0.2368,0.0,0.0,1.0,0.0,2004.4,-113.37,-226.34
vol_burst,3,0.4,2.5,8,,114,0.895,0.8343,0.2019,0.2281,0.0,0.0,1.0,0.0,2004.4,-223.45,-296.93
vol_burst,3,0.4,2.5,8,0.3,114,0.895,0.8343,0.2019,0.2281,0.0,0.0,1.0,0.0,2004.4,-223.45,-296.93
vol_burst,3,0.4,2.5,8,0.5,114,0.895,0.8343,0.2019,0.2281,0.0,0.0,1.0,0.0,2004.4,-223.45,-296.93
vol_burst,3,0.4,2.5,12,,114,0.8794,0.8264,0.2724,0.1579,0.0088,0.0,0.9912,0.0,2004.4,-252.79,-332.78
vol_burst,3,0.4,2.5,12,0.3,114,0.8794,0.8264,0.2724,0.1579,0.0088,0.0088,0.9825,0.0,2004.4,-252.79,-332.78
vol_burst,3,0.4,2.5,12,0.5,114,0.8794,0.8264,0.2724,0.1579,0.0088,0.0088,0.9825,0.0,2004.4,-252.79,-332.78
vol_burst,3,0.4,2.5,16,,114,0.8432,0.7768,0.3022,0.1667,0.0088,0.0,0.9912,0.0,2004.4,-331.49,-425.04
vol_burst,3,0.4,2.5,16,0.3,114,0.8328,0.7744,0.2989,0.1579,0.0088,0.0263,0.9649,0.0,2004.4,-357.68,-434.89
vol_burst,3,0.4,2.5,16,0.5,114,0.8329,0.7744,0.2988,0.1579,0.0088,0.0439,0.9474,0.0,2004.4,-357.55,-434.89
vol_burst,3,0.4,2.5,20,,114,0.8708,0.7794,0.3877,0.1842,0.0263,0.0,0.9737,0.0,2004.4,-244.75,-418.31
vol_burst,3,0.4,2.5,20,0.3,114,0.8186,0.7672,0.3246,0.1667,0.0088,0.0351,0.9561,0.0,2004.4,-376.62,-428.96
vol_burst,3,0.4,2.5,20,0.5,114,0.8031,0.7476,0.3302,0.1667,0.0088,0.114,0.8772,0.0,2004.4,-407.98,-471.44
vol_burst,4,0.1,,4,,98,0.9381,0.787,0.4469,0.2347,0.0,0.0,1.0,0.0,448.14,-29.45,-82.32
vol_burst,4,0.1,,4,0.3,98,0.9381,0.787,0.4469,0.2347,0.0,0.0,1.0,0.0,448.14,-29.45,-82.32
vol_burst,4,0.1,,4,0.5,98,0.9381,0.787,0.4469,0.2347,0.0,0.0,1.0,0.0,448.14,-29.45,-82.32
vol_burst,4,0.1,,8,,98,0.852,0.7474,0.4358,0.1735,0.0,0.0,1.0,0.0,448.14,-61.8,-102.38
vol_burst,4,0.1,,8,0.3,98,0.852,0.7474,0.4358,0.1735,0.0,0.0,1.0,0.0,448.14,-61.8,-102.38
vol_burst,4,0.1,,8,0.5,98,0.8535,0.7474,0.4342,0.1735,0.0,0.0714,0.9286,0.0,448.14,-61.32,-102.38
vol_burst,4,0.1,,12,,98,0.8012,0.6764,0.5636,0.1122,0.0,0.0,1.0,0.0,448.14,-88.98,-130.84
vol_burst,4,0.1,,12,0.3,98,0.8012,0.6764,0.5636,0.1122,0.0,0.0,1.0,0.0,448.14,-88.98,-130.84
vol_burst,4,0.1,,12,0.5,98,0.8041,0.6764,0.5614,0.1122,0.0,0.1531,0.8469,0.0,448.14,-87.85,-129.79
vol_burst,4,0.1,,16,,98,0.744,0.6383,0.4408,0.1531,0.0,0.0,1.0,0.0,448.14,-118.2,-147.4
vol_burst,4,0.1,,16,0.3,98,0.7433,0.6383,0.4415,0.1531,0.0,0.0102,0.9898,0.0,448.14,-118.49,-147.4
vol_burst,4,0.1,,16,0.5,98,0.754,0.6383,0.433,0.1531,0.0,0.2959,0.7041,0.0,448.14,-113.69,-144.57
vol_burst,4,0.1,,20,,98,0.7041,0.6191,0.4402,0.1327,0.0,0.0,1.0,0.0,448.14,-131.69,-149.52
vol_burst,4,0.1,,20,0.3,98,0.7027,0.6191,0.4409,0.1327,0.0,0.051,0.949,0.0,448.14,-132.26,-149.52
vol_burst,4,0.1,,20,0.5,98,0.7152,0.5496,0.4228,0.1224,0.0,0.4898,0.5102,0.0,448.14,-126.96,-153.5
vol_burst,4,0.1,1.3,4,,98,0.8998,0.7944,0.2734,0.2653,0.2143,0.0,0.7857,0.0,448.14,-41.46,-78.72
vol_burst,4,0.1,1.3,4,0.3,98,0.8998,0.7944,0.2734,0.2653,0.2143,0.0,0.7857,0.0,448.14,-41.46,-78.72
vol_burst,4,0.1,1.3,4,0.5,98,0.8998,0.7944,0.2734,0.2653,0.2143,0.0,0.7857,0.0,448.14,-41.46,-78.72
vol_burst,4,0.1,1.3,8,,98,0.856,0.7537,0.3111,0.2449,0.2347,0.0,0.7653,0.0,448.14,-61.56,-98.64
vol_burst,4,0.1,1.3,8,0.3,98,0.856,0.7537,0.3111,0.2449,0.2347,0.0,0.7653,0.0,448.14,-61.56,-98.64
vol_burst,4,0.1,1.3,8,0.5,98,0.8575,0.7537,0.3088,0.2449,0.2347,0.0714,0.6939,0.0,448.14,-61.07,-98.64
vol_burst,4,0.1,1.3,12,,98,0.829,0.688,0.3551,0.2449,0.2449,0.0,0.7551,0.0,448.14,-71.23,-123.74
vol_burst,4,0.1,1.3,12,0.3,98,0.829,0.688,0.3551,0.2449,0.2449,0.0,0.7551,0.0,448.14,-71.23,-123.74
vol_burst,4,0.1,1.3,12,0.5,98,0.832,0.688,0.3513,0.2449,0.2449,0.1531,0.602,0.0,448.14,-70.11,-123.74
vol_burst,4,0.1,1.3,16,,98,0.8094,0.6463,0.3889,0.2959,0.2653,0.0,0.7347,0.0,448.14,-80.69,-134.64
vol_burst,4,0.1,1.3,16,0.3,98,0.8087,0.6463,0.3898,0.2959,0.2653,0.0102,0.7245,0.0,448.14,-80.97,-134.64
vol_burst,4,0.1,1.3,16,0.5,98,0.8195,0.6463,0.3782,0.2959,0.2653,0.2857,0.449,0.0,448.14,-76.2,-133.48
vol_burst,4,0.1,1.3,20,,98,0.7965,0.647,0.4185,0.2959,0.2857,0.0,0.7143,0.0,448.14,-82.03,-146.05
vol_burst,4,0.1,1.3,20,0.3,98,0.7951,0.647,0.4195,0.2959,0.2857,0.051,0.6633,0.0,448.14,-82.6,-146.05
vol_burst,4,0.1,1.3,20,0.5,98,0.8096,0.6116,0.3968,0.2857,0.2857,0.449,0.2653,0.0,448.14,-76.25,-145.78
vol_burst,4,0.1,1.5,4,,98,0.915,0.7944,0.3165,0.2551,0.1327,0.0,0.8673,0.0,448.14,-34.53,-78.72
vol_burst,4,0.1,1.5,4,0.3,98,0.915,0.7944,0.3165,0.2551,0.1327,0.0,0.8673,0.0,448.14,-34.53,-78.72
vol_burst,4,0.1,1.5,4,0.5,98,0.915,0.7944,0.3165,0.2551,0.1327,0.0,0.8673,0.0,448.14,-34.53,-78.72
vol_burst,4,0.1,1.5,8,,98,0.8673,0.7537,0.359,0.2041,0.1735,0.0,0.8265,0.0,448.14,-56.85,-99.38
vol_burst,4,0.1,1.5,8,0.3,98,0.8673,0.7537,0.359,0.2041,0.1735,0.0,0.8265,0.0,448.14,-56.85,-99.38
vol_burst,4,0.1,1.5,8,0.5,98,0.8687,0.7537,0.3569,0.2041,0.1735,0.0714,0.7551,0.0,448.14,-56.37,-99.38
vol_burst,4,0.1,1.5,12,,98,0.8461,0.6823,0.4176,0.2041,0.1939,0.0,0.8061,0.0,448.14,-64.61,-127.25
vol_burst,4,0.1,1.5,12,0.3,98,0.8461,0.6823,0.4176,0.2041,0.1939,0.0,0.8061,0.0,448.14,-64.61,-127.25
vol_burst,4,0.1,1.5,12,0.5,98,0.8491,0.6823,0.4142,0.2041,0.1939,0.1531,0.6531,0.0,448.14,-63.48,-126.34
vol_burst,4,0.1,1.5,16,,98,0.8275,0.6463,0.4517,0.2551,0.2041,0.0,0.7959,0.0,448.14,-73.69,-143.39
vol_burst,4,0.1,1.5,16,0.3,98,0.8268,0.6463,0.4525,0.2551,0.2041,0.0102,0.7857,0.0,448.14,-73.98,-143.39
vol_burst,4,0.1,1.5,16,0.5,98,0.8375,0.6463,0.4421,0.2551,0.2041,0.2857,0.5102,0.0,448.14,-69.2,-135.88
vol_burst,4,0.1,1.5,20,,98,0.8169,0.6364,0.4859,0.2551,0.2347,0.0,0.7653,0.0,448.14,-74.1,-147.23
vol_burst,4,0.1,1.5,20,0.3,98,0.8155,0.6364,0.4868,0.2551,0.2347,0.051,0.7143,0.0,448.14,-74.67,-147.23
vol_burst,4,0.1,1.5,20,0.5,98,0.8305,0.6035,0.4662,0.2449,0.2347,0.4592,0.3061,0.0,448.14,-67.96,-146.88
vol_burst,4,0.1,2.0,4,,98,0.9308,0.787,0.3982,0.2347,0.0816,0.0,0.9184,0.0,448.14,-30.05,-82.32
vol_burst,4,0.1,2.0,4,0.3,98,0.9308,0.787,0.3982,0.2347,0.0816,0.0,0.9184,0.0,448.14,-30.05,-82.32
vol_burst,4,0.1,2.0,4,0.5,98,0.9308,0.787,0.3982,0.2347,0.0816,0.0,0.9184,0.0,448.14,-30.05,-82.32
vol_burst,4,0.1,2.0,8,,98,0.8984,0.7474,0.4778,0.1837,0.1122,0.0,0.8878,0.0,448.14,-40.49,-102.38
vol_burst,4,0.1,2.0,8,0.3,98,0.8984,0.7474,0.4778,0.1837,0.1122,0.0,0.8878,0.0,448.14,-40.49,-102.38
vol_burst,4,0.1,2.0,8,0.5,98,0.8999,0.7474,0.4762,0.1837,0.1122,0.0714,0.8163,0.0,448.14,-40.01,-102.38
vol_burst,4,0.1,2.0,12,,98,0.8604,0.6764,0.5186,0.1531,0.1327,0.0,0.8673,0.0,448.14,-54.26,-129.79
vol_burst,4,0.1,2.0,12,0.3,98,0.8604,0.6764,0.5186,0.1531,0.1327,0.0,0.8673,0.0,448.14,-54.26,-129.79
vol_burst,4,0.1,2.0,12,0.5,98,0.8634,0.6764,0.5158,0.1531,0.1327,0.1531,0.7143,0.0,448.14,-53.13,-128.91
vol_burst,4,0.1,2.0,16,,98,0.8352,0.6383,0.5446,0.1939,0.1327,0.0,0.8673,0.0,448.14,-66.06,-145.16
vol_burst,4,0.1,2.0,16,0.3,98,0.8345,0.6383,0.5453,0.1939,0.1327,0.0102,0.8571,0.0,448.14,-66.35,-145.16
vol_burst,4,0.1,2.0,16,0.5,98,0.8452,0.6383,0.5365,0.1939,0.1327,0.2959,0.5714,0.0,448.14,-61.55,-139.99
vol_burst,4,0.1,2.0,20,,98,0.8106,0.6253,0.5645,0.1837,0.1327,0.0,0.8673,0.0,448.14,-72.91,-147.7
vol_burst,4,0.1,2.0,20,0.3,98,0.8092,0.6253,0.5652,0.1837,0.1327,0.051,0.8163,0.0,448.14,-73.48,-147.7
vol_burst,4,0.1,2.0,20,0.5,98,0.8208,0.5754,0.5494,0.1735,0.1327,0.4796,0.3878,0.0,448.14,-68.82,-148.86
vol_burst,4,0.1,2.5,4,,98,0.9613,0.787,0.4986,0.2347,0.051,0.0,0.949,0.0,448.14,-15.14,-82.32
vol_burst,4,0.1,2.5,4,0.3,98,0.9613,0.787,0.4986,0.2347,0.051,0.0,0.949,0.0,448.14,-15.14,-82.32
vol_burst,4,0.1,2.5,4,0.5,98,0.9613,0.787,0.4986,0.2347,0.051,0.0,0.949,0.0,448.14,-15.14,-82.32
vol_burst,4,0.1,2.5,8,,98,0.9365,0.7474,0.6009,0.1837,0.0918,0.0,0.9082,0.0,448.14,-22.14,-102.38
vol_burst,4,0.1,2.5,8,0.3,98,0.9365,0.7474,0.6009,0.1837,0.0918,0.0,0.9082,0.0,448.14,-22.14,-102.38
vol_burst,4,0.1,2.5,8,0.5,98,0.9379,0.7474,0.5996,0.1837,0.0918,0.0714,0.8367,0.0,448.14,-21.66,-102.38
vol_burst,4,0.1,2.5,12,,98,0.92,0.6764,0.6824,0.1531,0.1224,0.0,0.8776,0.0,448.14,-23.33,-129.79
vol_burst,4,0.1,2.5,12,0.3,98,0.92,0.6764,0.6824,0.1531,0.1224,0.0,0.8776,0.0,448.14,-23.33,-129.79
vol_burst,4,0.1,2.5,12,0.5,98,0.923,0.6764,0.68,0.1531,0.1224,0.1531,0.7245,0.0,448.14,-22.2,-128.91
vol_burst,4,0.1,2.5,16,,98,0.894,0.6383,0.7041,0.1939,0.1224,0.0,0.8776,0.0,448.14,-35.42,-145.16
vol_burst,4,0.1,2.5,16,0.3,98,0.8933,0.6383,0.7047,0.1939,0.1224,0.0102,0.8673,0.0,448.14,-35.7,-145.16
vol_burst,4,0.1,2.5,16,0.5,98,0.9041,0.6383,0.697,0.1939,0.1224,0.2959,0.5816,0.0,448.14,-30.91,-139.99
vol_burst,4,0.1,2.5,20,,98,0.8682,0.6253,0.721,0.1837,0.1224,0.0,0.8776,0.0,448.14,-42.68,-147.7
vol_burst,4,0.1,2.5,20,0.3,98,0.8669,0.6253,0.7218,0.1837,0.1224,0.051,0.8265,0.0,448.14,-43.25,-147.7
vol_burst,4,0.1,2.5,20,0.5,98,0.8785,0.5754,0.7085,0.1735,0.1224,0.4796,0.398,0.0,448.14,-38.59,-148.86
vol_burst,4,0.15,,4,,100,0.9462,0.824,0.4091,0.24,0.0,0.0,1.0,0.0,664.44,-45.15,-106.75
vol_burst,4,0.15,,4,0.3,100,0.9462,0.824,0.4091,0.24,0.0,0.0,1.0,0.0,664.44,-45.15,-106.75
vol_burst,4,0.15,,4,0.5,100,0.9453,0.824,0.4101,0.24,0.0,0.01,0.99,0.0,664.44,-46.37,-106.75
vol_burst,4,0.15,,8,,100,0.8676,0.7708,0.3812,0.18,0.0,0.0,1.0,0.0,664.44,-90.37,-138.59
vol_burst,4,0.15,,8,0.3,100,0.8678,0.7708,0.381,0.18,0.0,0.01,0.99,0.0,664.44,-90.2,-138.59
vol_burst,4,0.15,,8,0.5,100,0.8707,0.7708,0.3775,0.18,0.0,0.04,0.96,0.0,664.44,-87.18,-138.59
vol_burst,4,0.15,,12,,100,0.8216,0.7171,0.5066,0.11,0.0,0.0,1.0,0.0,664.44,-123.3,-167.47
vol_burst,4,0.15,,12,0.3,100,0.8216,0.7171,0.5066,0.11,0.0,0.01,0.99,0.0,664.44,-123.27,-167.47
vol_burst,4,0.15,,12,0.5,100,0.8244,0.7171,0.5041,0.11,0.0,0.1,0.9,0.0,664.44,-120.36,-167.47
vol_burst,4,0.15,,16,,100,0.7666,0.6591,0.44,0.15,0.0,0.0,1.0,0.0,664.44,-160.98,-211.3
vol_burst,4,0.15,,16,0.3,100,0.7656,0.6591,0.441,0.15,0.0,0.02,0.98,0.0,664.44,-161.8,-211.3
vol_burst,4,0.15,,16,0.5,100,0.7721,0.6591,0.4353,0.15,0.0,0.2,0.8,0.0,664.44,-157.59,-211.3
vol_burst,4,0.15,,20,,100,0.7391,0.6546,0.4259,0.15,0.0,0.0,1.0,0.0,664.44,-171.87,-217.52
