signal,dte,delta_target,tp,time_stop_h,sl,n_fires,mean_exit_multiple,median_exit_multiple,std_exit_multiple,win_rate,hit_tp_pct,hit_sl_pct,hit_ts_pct,hit_expiry_pct,mean_entry_ask_usd,expected_dollar_pnl,median_dollar_pnl
pullback,1,0.15,,4,,51,0.6914,0.6029,0.5404,0.098,0.0,0.0,0.9608,0.0392,376.66,-96.61,-140.23
pullback,1,0.15,,4,0.3,51,0.6917,0.6029,0.5401,0.098,0.0,0.0588,0.902,0.0392,376.66,-96.62,-140.23
pullback,1,0.15,,4,0.5,51,0.6963,0.499,0.527,0.098,0.0,0.5294,0.451,0.0196,376.66,-96.95,-137.05
pullback,1,0.15,,8,,51,0.6263,0.425,0.6511,0.1765,0.0,0.0,0.7647,0.2353,376.66,-121.0,-200.27
pullback,1,0.15,,8,0.3,51,0.6034,0.3188,0.6123,0.1373,0.0,0.4706,0.451,0.0784,376.66,-129.82,-194.2
pullback,1,0.15,,8,0.5,51,0.6475,0.486,0.5218,0.098,0.0,0.8431,0.1373,0.0196,376.66,-119.46,-160.96
pullback,1,0.15,,12,,51,0.69,0.4052,1.0017,0.2157,0.0,0.0,0.4706,0.5294,376.66,-102.78,-212.04
pullback,1,0.15,,12,0.3,51,0.585,0.2952,0.75,0.1373,0.0,0.5882,0.2941,0.1176,376.66,-140.6,-199.88
pullback,1,0.15,,12,0.5,51,0.633,0.4854,0.676,0.0784,0.0,0.902,0.0588,0.0392,376.66,-136.06,-164.85
pullback,1,0.15,,16,,51,0.6741,0.3474,0.9651,0.2157,0.0,0.0,0.2941,0.7059,376.66,-81.44,-200.27
pullback,1,0.15,,16,0.3,51,0.5431,0.291,0.6243,0.1176,0.0,0.7255,0.098,0.1765,376.66,-138.3,-199.23
pullback,1,0.15,,16,0.5,51,0.5807,0.4836,0.4632,0.0588,0.0,0.9412,0.0,0.0588,376.66,-154.84,-171.79
pullback,1,0.15,,20,,51,0.5954,0.2751,0.8102,0.1765,0.0,0.0,0.1373,0.8627,376.66,-115.86,-224.19
pullback,1,0.15,,20,0.3,51,0.5273,0.2904,0.6302,0.098,0.0,0.7647,0.0196,0.2157,376.66,-143.19,-200.39
pullback,1,0.15,,20,0.5,51,0.5807,0.4836,0.4632,0.0588,0.0,0.9412,0.0,0.0588,376.66,-154.84,-171.79
pullback,1,0.15,1.3,4,,51,0.7563,0.6292,0.4211,0.2157,0.1961,0.0,0.7843,0.0196,376.66,-88.6,-134.42
pullback,1,0.15,1.3,4,0.3,51,0.7569,0.6292,0.4203,0.2157,0.1961,0.0392,0.7451,0.0196,376.66,-88.47,-134.42
pullback,1,0.15,1.3,4,0.5,51,0.7323,0.591,0.3791,0.1961,0.1765,0.451,0.3725,0.0,376.66,-97.11,-131.9
pullback,1,0.15,1.3,8,,51,0.7084,0.4771,0.5664,0.3137,0.2941,0.0,0.5686,0.1373,376.66,-102.99,-181.58
pullback,1,0.15,1.3,8,0.3,51,0.6966,0.4374,0.5287,0.2941,0.2745,0.3725,0.2941,0.0588,376.66,-109.45,-181.95
pullback,1,0.15,1.3,8,0.5,51,0.7185,0.4893,0.4366,0.2353,0.2353,0.7255,0.0392,0.0,376.66,-104.21,-142.78
pullback,1,0.15,1.3,12,,51,0.7425,0.4993,0.602,0.3725,0.3529,0.0,0.2941,0.3529,376.66,-86.16,-195.36
pullback,1,0.15,1.3,12,0.3,51,0.7128,0.4052,0.5428,0.3137,0.2941,0.451,0.1961,0.0588,376.66,-98.59,-176.47
pullback,1,0.15,1.3,12,0.5,51,0.7183,0.4876,0.4369,0.2353,0.2353,0.7451,0.0196,0.0,376.66,-104.25,-142.78
pullback,1,0.15,1.3,16,,51,0.7752,0.6063,0.6212,0.4118,0.4118,0.0,0.1373,0.451,376.66,-56.26,-142.78
pullback,1,0.15,1.3,16,0.3,51,0.7159,0.2972,0.5629,0.3333,0.3333,0.549,0.0392,0.0784,376.66,-91.44,-170.0
pullback,1,0.15,1.3,16,0.5,51,0.7135,0.4868,0.4384,0.2353,0.2353,0.7647,0.0,0.0,376.66,-106.69,-142.78
pullback,1,0.15,1.3,20,,51,0.7513,0.529,0.6366,0.4118,0.4118,0.0,0.098,0.4902,376.66,-67.36,-142.78
pullback,1,0.15,1.3,20,0.3,51,0.7117,0.2963,0.5645,0.3333,0.3333,0.5686,0.0196,0.0784,376.66,-93.53,-173.64
pullback,1,0.15,1.3,20,0.5,51,0.7135,0.4868,0.4384,0.2353,0.2353,0.7647,0.0,0.0,376.66,-106.69,-142.78
pullback,1,0.15,1.5,4,,51,0.7414,0.6102,0.4943,0.1569,0.1176,0.0,0.8627,0.0196,376.66,-90.22,-137.05
pullback,1,0.15,1.5,4,0.3,51,0.742,0.6102,0.4937,0.1569,0.1176,0.0392,0.8235,0.0196,376.66,-90.09,-137.05
pullback,1,0.15,1.5,4,0.5,51,0.7184,0.5072,0.4575,0.1373,0.098,0.4902,0.4118,0.0,376.66,-98.43,-133.0
pullback,1,0.15,1.5,8,,51,0.6959,0.4374,0.6515,0.2549,0.2157,0.0,0.6275,0.1569,376.66,-102.47,-195.36
pullback,1,0.15,1.5,8,0.3,51,0.671,0.3678,0.6176,0.2157,0.1961,0.4314,0.3137,0.0588,376.66,-112.49,-192.71
pullback,1,0.15,1.5,8,0.5,51,0.7004,0.4868,0.523,0.1569,0.1569,0.8039,0.0392,0.0,376.66,-105.39,-160.04
pullback,1,0.15,1.5,12,,51,0.7365,0.4362,0.6992,0.3137,0.2549,0.0,0.3137,0.4314,376.66,-81.16,-202.08
pullback,1,0.15,1.5,12,0.3,51,0.6955,0.2991,0.6386,0.2353,0.2157,0.5098,0.1961,0.0784,376.66,-96.62,-184.7
pullback,1,0.15,1.5,12,0.5,51,0.7003,0.4865,0.5233,0.1569,0.1569,0.8235,0.0196,0.0,376.66,-105.44,-154.53
pullback,1,0.15,1.5,16,,51,0.7791,0.4786,0.7274,0.3529,0.3137,0.0,0.1373,0.549,376.66,-43.29,-171.86
pullback,1,0.15,1.5,16,0.3,51,0.7063,0.2952,0.6652,0.2549,0.2549,0.6078,0.0392,0.098,376.66,-83.93,-181.95
pullback,1,0.15,1.5,16,0.5,51,0.6954,0.486,0.5244,0.1569,0.1569,0.8431,0.0,0.0,376.66,-107.88,-160.96
pullback,1,0.15,1.5,20,,51,0.7552,0.4156,0.7407,0.3529,0.3137,0.0,0.098,0.5882,376.66,-54.4,-192.06
pullback,1,0.15,1.5,20,0.3,51,0.7021,0.2931,0.6665,0.2549,0.2549,0.6275,0.0196,0.098,376.66,-86.02,-182.36
pullback,1,0.15,1.5,20,0.5,51,0.6954,0.486,0.5244,0.1569,0.1569,0.8431,0.0,0.0,376.66,-107.88,-160.96
pullback,1,0.15,2.0,4,,51,0.7409,0.6102,0.5217,0.1373,0.098,0.0,0.8824,0.0196,376.66,-86.16,-137.05
pullback,1,0.15,2.0,4,0.3,51,0.7415,0.6102,0.5211,0.1373,0.098,0.0392,0.8431,0.0196,376.66,-86.03,-137.05
pullback,1,0.15,2.0,4,0.5,51,0.741,0.5072,0.5108,0.1373,0.098,0.4902,0.4118,0.0,376.66,-88.16,-133.0
pullback,1,0.15,2.0,8,,51,0.7179,0.4374,0.7172,0.2353,0.1569,0.0,0.6667,0.1765,376.66,-90.78,-195.36
pullback,1,0.15,2.0,8,0.3,51,0.6931,0.3678,0.6874,0.1961,0.1569,0.4314,0.3529,0.0588,376.66,-100.78,-192.71
pullback,1,0.15,2.0,8,0.5,51,0.7272,0.4868,0.5937,0.1569,0.1373,0.8039,0.0588,0.0,376.66,-94.14,-160.04
pullback,1,0.15,2.0,12,,51,0.7693,0.4226,0.796,0.2941,0.1961,0.0,0.3529,0.451,376.66,-62.31,-202.08
pullback,1,0.15,2.0,12,0.3,51,0.7134,0.2972,0.7197,0.2157,0.1765,0.5294,0.2157,0.0784,376.66,-83.12,-194.2
pullback,1,0.15,2.0,12,0.5,51,0.7288,0.4865,0.5948,0.1569,0.1373,0.8235,0.0392,0.0,376.66,-93.52,-154.53
pullback,1,0.15,2.0,16,,51,0.8424,0.4362,0.8594,0.3333,0.2549,0.0,0.1569,0.5882,376.66,-10.31,-183.63
pullback,1,0.15,2.0,16,0.3,51,0.764,0.2931,0.7946,0.2353,0.2353,0.6275,0.0392,0.098,376.66,-49.2,-182.36
pullback,1,0.15,2.0,16,0.5,51,0.7437,0.486,0.6243,0.1569,0.1569,0.8431,0.0,0.0,376.66,-88.18,-160.96
pullback,1,0.15,2.0,20,,51,0.8093,0.3534,0.8708,0.3137,0.2549,0.0,0.098,0.6471,376.66,-29.81,-200.27
pullback,1,0.15,2.0,20,0.3,51,0.7598,0.293,0.7959,0.2353,0.2353,0.6471,0.0196,0.098,376.66,-51.3,-184.7
pullback,1,0.15,2.0,20,0.5,51,0.7437,0.486,0.6243,0.1569,0.1569,0.8431,0.0,0.0,376.66,-88.18,-160.96
pullback,1,0.15,2.5,4,,51,0.7846,0.6102,0.6541,0.1373,0.0784,0.0,0.902,0.0196,376.66,-66.3,-137.05
pullback,1,0.15,2.5,4,0.3,51,0.7852,0.6102,0.6536,0.1373,0.0784,0.0392,0.8627,0.0196,376.66,-66.17,-137.05
pullback,1,0.15,2.5,4,0.5,51,0.7847,0.5072,0.6455,0.1373,0.0784,0.4902,0.4314,0.0,376.66,-68.3,-133.0
pullback,1,0.15,2.5,8,,51,0.7403,0.4374,0.8029,0.2157,0.098,0.0,0.7255,0.1765,376.66,-80.14,-195.36
pullback,1,0.15,2.5,8,0.3,51,0.7155,0.3678,0.7771,0.1765,0.098,0.4314,0.4118,0.0588,376.66,-90.14,-192.71
pullback,1,0.15,2.5,8,0.5,51,0.7447,0.4868,0.6814,0.1373,0.0784,0.8039,0.1176,0.0,376.66,-85.54,-160.04
pullback,1,0.15,2.5,12,,51,0.7758,0.4098,0.9119,0.2549,0.1569,0.0,0.3922,0.451,376.66,-56.07,-207.56
pullback,1,0.15,2.5,12,0.3,51,0.7161,0.2963,0.8386,0.1765,0.1373,0.549,0.2353,0.0784,376.66,-78.25,-199.23
pullback,1,0.15,2.5,12,0.5,51,0.7184,0.486,0.689,0.1176,0.098,0.8627,0.0392,0.0,376.66,-97.07,-162.71
pullback,1,0.15,2.5,16,,51,0.8222,0.3534,0.985,0.2745,0.1961,0.0,0.2157,0.5882,376.66,-10.21,-199.33
pullback,1,0.15,2.5,16,0.3,51,0.7452,0.2916,0.9169,0.1765,0.1765,0.6863,0.0392,0.098,376.66,-48.27,-195.14
pullback,1,0.15,2.5,16,0.5,51,0.7009,0.4854,0.6889,0.098,0.098,0.902,0.0,0.0,376.66,-104.48,-170.35
pullback,1,0.15,2.5,20,,51,0.7926,0.3199,0.9933,0.2549,0.1961,0.0,0.1176,0.6863,376.66,-28.41,-205.32
pullback,1,0.15,2.5,20,0.3,51,0.741,0.291,0.918,0.1765,0.1765,0.7059,0.0196,0.098,376.66,-50.36,-199.23
pullback,1,0.15,2.5,20,0.5,51,0.7009,0.4854,0.6889,0.098,0.098,0.902,0.0,0.0,376.66,-104.48,-170.35
pullback,1,0.2,,4,,53,0.7214,0.6131,0.5048,0.1132,0.0,0.0,0.9811,0.0189,480.17,-121.67,-175.64
pullback,1,0.2,,4,0.3,53,0.7214,0.6131,0.5048,0.1132,0.0,0.0377,0.9434,0.0189,480.17,-121.67,-175.64
pullback,1,0.2,,4,0.5,53,0.7023,0.5799,0.4931,0.0943,0.0,0.4906,0.5094,0.0,480.17,-132.24,-171.79
pullback,1,0.2,,8,,53,0.5612,0.434,0.5434,0.1321,0.0,0.0,0.8113,0.1887,480.17,-181.52,-274.67
pullback,1,0.2,,8,0.3,53,0.5906,0.4111,0.5099,0.1321,0.0,0.4151,0.4906,0.0943,480.17,-171.51,-243.07
pullback,1,0.2,,8,0.5,53,0.6179,0.4889,0.423,0.0943,0.0,0.7925,0.1887,0.0189,480.17,-165.42,-213.38
pullback,1,0.2,,12,,53,0.5803,0.4032,0.8435,0.1321,0.0,0.0,0.4717,0.5283,480.17,-169.74,-281.88
pullback,1,0.2,,12,0.3,53,0.6417,0.2975,0.8047,0.1321,0.0,0.5283,0.3208,0.1509,480.17,-147.94,-245.81
pullback,1,0.2,,12,0.5,53,0.6221,0.4889,0.5261,0.0755,0.0,0.8491,0.1132,0.0377,480.17,-166.93,-213.66
pullback,1,0.2,,16,,53,0.5579,0.2614,0.8529,0.1698,0.0,0.0,0.3208,0.6792,480.17,-158.76,-283.61
pullback,1,0.2,,16,0.3,53,0.617,0.2948,0.8059,0.1509,0.0,0.6604,0.1509,0.1887,480.17,-143.82,-249.01
pullback,1,0.2,,16,0.5,53,0.5977,0.486,0.4247,0.0943,0.0,0.9057,0.0189,0.0755,480.17,-174.32,-222.66
pullback,1,0.2,,20,,53,0.5147,0.2277,0.7539,0.1509,0.0,0.0,0.1698,0.8302,480.17,-181.26,-311.03
pullback,1,0.2,,20,0.3,53,0.5953,0.2935,0.7015,0.1509,0.0,0.6981,0.0566,0.2453,480.17,-150.71,-252.55
pullback,1,0.2,,20,0.5,53,0.6062,0.486,0.4395,0.0943,0.0,0.9057,0.0189,0.0755,480.17,-169.15,-222.66
pullback,1,0.2,1.3,4,,53,0.7549,0.6421,0.3701,0.2075,0.1887,0.0,0.7925,0.0189,480.17,-111.17,-150.95
pullback,1,0.2,1.3,4,0.3,53,0.7549,0.6421,0.3701,0.2075,0.1887,0.0377,0.7547,0.0189,480.17,-111.17,-150.95
pullback,1,0.2,1.3,4,0.5,53,0.7319,0.612,0.347,0.1887,0.1698,0.434,0.3962,0.0,480.17,-122.94,-163.32
pullback,1,0.2,1.3,8,,53,0.6938,0.4899,0.5165,0.3019,0.283,0.0,0.5849,0.1321,480.17,-128.94,-213.38
pullback,1,0.2,1.3,8,0.3,53,0.6951,0.4758,0.475,0.283,0.2642,0.3585,0.3208,0.0566,480.17,-131.84,-222.41
pullback,1,0.2,1.3,8,0.5,53,0.7202,0.4931,0.399,0.2453,0.2264,0.6604,0.1132,0.0,480.17,-124.33,-171.79
pullback,1,0.2,1.3,12,,53,0.6882,0.525,0.5571,0.3208,0.3208,0.0,0.3208,0.3585,480.17,-125.33,-240.5
pullback,1,0.2,1.3,12,0.3,53,0.7138,0.4786,0.4947,0.3019,0.3019,0.4151,0.2264,0.0566,480.17,-119.81,-222.41
pullback,1,0.2,1.3,12,0.5,53,0.7284,0.4926,0.4044,0.2453,0.2453,0.6981,0.0566,0.0,480.17,-119.02,-171.7
pullback,1,0.2,1.3,16,,53,0.726,0.6394,0.6055,0.3962,0.3962,0.0,0.1698,0.434,480.17,-87.69,-165.47
pullback,1,0.2,1.3,16,0.3,53,0.7366,0.2998,0.5331,0.3585,0.3585,0.5094,0.0755,0.0566,480.17,-98.9,-199.63
pullback,1,0.2,1.3,16,0.5,53,0.7477,0.4919,0.4289,0.283,0.283,0.717,0.0,0.0,480.17,-108.01,-171.7
pullback,1,0.2,1.3,20,,53,0.7057,0.5546,0.6169,0.3962,0.3962,0.0,0.1132,0.4906,480.17,-98.92,-192.06
pullback,1,0.2,1.3,20,0.3,53,0.7296,0.2991,0.5357,0.3585,0.3585,0.5283,0.0377,0.0755,480.17,-102.94,-215.19
pullback,1,0.2,1.3,20,0.5,53,0.7477,0.4919,0.4289,0.283,0.283,0.717,0.0,0.0,480.17,-108.01,-171.7
pullback,1,0.2,1.5,4,,53,0.7159,0.6252,0.3503,0.1509,0.1132,0.0,0.8679,0.0189,480.17,-128.21,-163.09
pullback,1,0.2,1.5,4,0.3,53,0.7159,0.6252,0.3503,0.1509,0.1132,0.0377,0.8302,0.0189,480.17,-128.21,-163.09
pullback,1,0.2,1.5,4,0.5,53,0.693,0.5981,0.3229,0.1321,0.0943,0.4528,0.4528,0.0,480.17,-139.96,-167.01
pullback,1,0.2,1.5,8,,53,0.6617,0.4758,0.5417,0.2264,0.2075,0.0,0.6604,0.1321,480.17,-136.81,-224.97
pullback,1,0.2,1.5,8,0.3,53,0.6601,0.4442,0.4975,0.2075,0.1887,0.3585,0.3962,0.0566,480.17,-141.04,-223.75
pullback,1,0.2,1.5,8,0.5,53,0.6529,0.4911,0.3833,0.1509,0.1321,0.7547,0.1132,0.0,480.17,-150.67,-185.11
pullback,1,0.2,1.5,12,,53,0.6514,0.4681,0.5984,0.2453,0.2453,0.0,0.3585,0.3962,480.17,-132.18,-252.49
pullback,1,0.2,1.5,12,0.3,53,0.6786,0.4362,0.534,0.2264,0.2264,0.4528,0.2264,0.0943,480.17,-126.05,-237.81
pullback,1,0.2,1.5,12,0.5,53,0.6653,0.4909,0.3986,0.1509,0.1509,0.7925,0.0566,0.0,480.17,-141.25,-181.86
pullback,1,0.2,1.5,16,,53,0.6654,0.4156,0.643,0.3019,0.283,0.0,0.2075,0.5094,480.17,-108.22,-199.63
pullback,1,0.2,1.5,16,0.3,53,0.6855,0.2973,0.5727,0.2642,0.2642,0.566,0.0755,0.0943,480.17,-111.74,-222.41
pullback,1,0.2,1.5,16,0.5,53,0.668,0.4889,0.4173,0.1698,0.1698,0.8302,0.0,0.0,480.17,-139.46,-185.11
pullback,1,0.2,1.5,20,,53,0.6394,0.3913,0.6473,0.283,0.283,0.0,0.1132,0.6038,480.17,-126.66,-252.49
pullback,1,0.2,1.5,20,0.3,53,0.6785,0.2972,0.5744,0.2642,0.2642,0.5849,0.0377,0.1132,480.17,-115.79,-229.42
pullback,1,0.2,1.5,20,0.5,53,0.668,0.4889,0.4173,0.1698,0.1698,0.8302,0.0,0.0,480.17,-139.46,-185.11
pullback,1,0.2,2.0,4,,53,0.7364,0.6242,0.4666,0.1321,0.0755,0.0,0.9057,0.0189,480.17,-111.76,-163.32
pullback,1,0.2,2.0,4,0.3,53,0.7364,0.6242,0.4666,0.1321,0.0755,0.0377,0.8679,0.0189,480.17,-111.75,-163.32
pullback,1,0.2,2.0,4,0.5,53,0.7193,0.5884,0.4534,0.1132,0.0755,0.4717,0.4528,0.0,480.17,-121.07,-167.88
pullback,1,0.2,2.0,8,,53,0.6449,0.4376,0.6408,0.1698,0.1132,0.0,0.7358,0.1509,480.17,-133.32,-265.6
pullback,1,0.2,2.0,8,0.3,53,0.6714,0.4301,0.6108,0.1698,0.1132,0.3962,0.4151,0.0755,480.17,-125.13,-240.04
pullback,1,0.2,2.0,8,0.5,53,0.6884,0.4909,0.521,0.1321,0.0943,0.7736,0.1321,0.0,480.17,-124.94,-195.49
pullback,1,0.2,2.0,12,,53,0.6571,0.4236,0.7361,0.1887,0.1698,0.0,0.3585,0.4717,480.17,-113.02,-262.59
pullback,1,0.2,2.0,12,0.3,53,0.7156,0.4012,0.6865,0.1887,0.1698,0.4906,0.2264,0.1132,480.17,-93.04,-240.5
pullback,1,0.2,2.0,12,0.5,53,0.7188,0.49,0.5693,0.1321,0.1321,0.8113,0.0566,0.0,480.17,-102.19,-185.11
pullback,1,0.2,2.0,16,,53,0.6902,0.2758,0.8012,0.2453,0.2075,0.0,0.2075,0.5849,480.17,-73.09,-252.49
pullback,1,0.2,2.0,16,0.3,53,0.7416,0.2972,0.746,0.2264,0.2075,0.6038,0.0755,0.1132,480.17,-62.76,-237.81
pullback,1,0.2,2.0,16,0.5,53,0.7312,0.4876,0.6008,0.1509,0.1509,0.8491,0.0,0.0,480.17,-94.55,-195.49
pullback,1,0.2,2.0,20,,53,0.6641,0.2687,0.8055,0.2264,0.2075,0.0,0.1132,0.6792,480.17,-91.53,-287.31
pullback,1,0.2,2.0,20,0.3,53,0.7345,0.2952,0.7478,0.2264,0.2075,0.6226,0.0377,0.1321,480.17,-66.8,-240.04
pullback,1,0.2,2.0,20,0.5,53,0.7312,0.4876,0.6008,0.1509,0.1509,0.8491,0.0,0.0,480.17,-94.55,-195.49
pullback,1,0.2,2.5,4,,53,0.7538,0.6242,0.5338,0.1321,0.0377,0.0,0.9434,0.0189,480.17,-101.0,-163.32
pullback,1,0.2,2.5,4,0.3,53,0.7538,0.6242,0.5338,0.1321,0.0377,0.0377,0.9057,0.0189,480.17,-101.0,-163.32
pullback,1,0.2,2.5,4,0.5,53,0.7367,0.5884,0.5229,0.1132,0.0377,0.4717,0.4906,0.0,480.17,-110.31,-167.88
pullback,1,0.2,2.5,8,,53,0.6094,0.4376,0.6139,0.1509,0.0377,0.0,0.7925,0.1698,480.17,-151.13,-265.6
pullback,1,0.2,2.5,8,0.3,53,0.6359,0.4301,0.5841,0.1509,0.0377,0.3962,0.4717,0.0943,480.17,-142.95,-240.04
pullback,1,0.2,2.5,8,0.5,53,0.6607,0.4909,0.5092,0.1132,0.0377,0.7736,0.1698,0.0189,480.17,-138.42,-195.49
pullback,1,0.2,2.5,12,,53,0.6166,0.4156,0.7742,0.1509,0.0943,0.0,0.4151,0.4906,480.17,-132.24,-276.96
pullback,1,0.2,2.5,12,0.3,53,0.6751,0.2998,0.7305,0.1509,0.0943,0.5094,0.2642,0.1321,480.17,-112.25,-243.07
pullback,1,0.2,2.5,12,0.5,53,0.6894,0.49,0.6177,0.0943,0.0755,0.8302,0.0755,0.0189,480.17,-115.09,-198.1
pullback,1,0.2,2.5,16,,53,0.6008,0.2634,0.808,0.1887,0.0943,0.0,0.3019,0.6038,480.17,-123.95,-281.88
pullback,1,0.2,2.5,16,0.3,53,0.657,0.2952,0.7566,0.1698,0.0943,0.6415,0.1321,0.1321,480.17,-110.84,-245.81
pullback,1,0.2,2.5,16,0.5,53,0.6791,0.4876,0.6206,0.1132,0.0755,0.8868,0.0189,0.0189,480.17,-121.57,-216.41
pullback,1,0.2,2.5,20,,53,0.5921,0.237,0.8498,0.1698,0.1132,0.0,0.1698,0.717,480.17,-124.31,-295.62
pullback,1,0.2,2.5,20,0.3,53,0.6698,0.2948,0.7975,0.1698,0.1132,0.6792,0.0566,0.1509,480.17,-95.58,-249.01
pullback,1,0.2,2.5,20,0.5,53,0.6876,0.4876,0.6297,0.1132,0.0755,0.8868,0.0189,0.0189,480.17,-116.39,-216.41
pullback,1,0.25,,4,,54,0.723,0.5896,0.4416,0.1296,0.0,0.0,1.0,0.0,616.72,-146.09,-203.05
pullback,1,0.25,,4,0.3,54,0.7233,0.5896,0.4413,0.1296,0.0,0.0185,0.9815,0.0,616.72,-145.97,-203.05
pullback,1,0.25,,4,0.5,54,0.7211,0.5804,0.4254,0.1111,0.0,0.3519,0.6481,0.0,616.72,-148.1,-191.78
pullback,1,0.25,,8,,54,0.5899,0.453,0.5535,0.2037,0.0,0.0,0.8519,0.1481,616.72,-205.11,-318.55
pullback,1,0.25,,8,0.3,54,0.5875,0.4338,0.4282,0.1852,0.0,0.3704,0.5926,0.037,616.72,-232.96,-297.07
pullback,1,0.25,,8,0.5,54,0.6124,0.4974,0.3358,0.1296,0.0,0.6667,0.3148,0.0185,616.72,-227.83,-233.05
pullback,1,0.25,,12,,54,0.5554,0.3432,0.7472,0.1667,0.0,0.0,0.5185,0.4815,616.72,-226.72,-362.46
pullback,1,0.25,,12,0.3,54,0.6329,0.2986,0.7005,0.1667,0.0,0.5185,0.3519,0.1296,616.72,-193.21,-300.64
pullback,1,0.25,,12,0.5,54,0.6196,0.488,0.4511,0.1111,0.0,0.7963,0.1667,0.037,616.72,-215.64,-235.62
pullback,1,0.25,,16,,54,0.5488,0.2475,0.8191,0.1667,0.0,0.0,0.3519,0.6481,616.72,-200.54,-355.99
pullback,1,0.25,,16,0.3,54,0.6383,0.2944,0.7683,0.1667,0.0,0.6296,0.2037,0.1667,616.72,-158.24,-308.62
pullback,1,0.25,,16,0.5,54,0.6118,0.4852,0.4955,0.0926,0.0,0.8889,0.037,0.0741,616.72,-200.98,-250.25
pullback,1,0.25,,20,,54,0.5122,0.1764,0.7543,0.1481,0.0,0.0,0.2222,0.7778,616.72,-227.22,-367.5
pullback,1,0.25,,20,0.3,54,0.6104,0.2934,0.6964,0.1481,0.0,0.6667,0.1296,0.2037,616.72,-178.73,-316.99
pullback,1,0.25,,20,0.5,54,0.6229,0.4852,0.5213,0.0926,0.0,0.8889,0.0185,0.0926,616.72,-188.5,-250.25
pullback,1,0.25,1.3,4,,54,0.7799,0.661,0.3914,0.2222,0.2037,0.0,0.7963,0.0,616.72,-123.88,-185.17
pullback,1,0.25,1.3,4,0.3,54,0.7802,0.661,0.391,0.2222,0.2037,0.0185,0.7778,0.0,616.72,-123.76,-185.17
pullback,1,0.25,1.3,4,0.5,54,0.772,0.6507,0.3675,0.2037,0.1852,0.2963,0.5185,0.0,616.72,-128.51,-180.66
pullback,1,0.25,1.3,8,,54,0.727,0.5442,0.554,0.3519,0.3333,0.0,0.5741,0.0926,616.72,-138.31,-292.22
pullback,1,0.25,1.3,8,0.3,54,0.746,0.5379,0.5068,0.3333,0.3148,0.2963,0.3889,0.0,616.72,-132.34,-269.24
pullback,1,0.25,1.3,8,0.5,54,0.7566,0.4992,0.4295,0.2778,0.2593,0.5556,0.1852,0.0,616.72,-133.8,-224.2
pullback,1,0.25,1.3,12,,54,0.7228,0.5148,0.6065,0.3889,0.3704,0.0,0.3333,0.2963,616.72,-132.24,-294.9
pullback,1,0.25,1.3,12,0.3,54,0.7695,0.5016,0.5328,0.3704,0.3519,0.4259,0.2037,0.0185,616.72,-112.63,-257.74
pullback,1,0.25,1.3,12,0.5,54,0.7691,0.4976,0.4397,0.2963,0.2778,0.6481,0.0741,0.0,616.72,-119.1,-224.2
pullback,1,0.25,1.3,16,,54,0.735,0.5912,0.6393,0.4259,0.4259,0.0,0.1852,0.3889,616.72,-99.83,-286.43
pullback,1,0.25,1.3,16,0.3,54,0.7919,0.4536,0.5562,0.4074,0.4074,0.4815,0.0926,0.0185,616.72,-74.04,-240.44
pullback,1,0.25,1.3,16,0.5,54,0.7781,0.4932,0.4531,0.3148,0.3148,0.6852,0.0,0.0,616.72,-102.65,-223.43
pullback,1,0.25,1.3,20,,54,0.7163,0.5382,0.6502,0.4259,0.4259,0.0,0.1296,0.4444,616.72,-114.63,-295.41
pullback,1,0.25,1.3,20,0.3,54,0.7791,0.2988,0.5626,0.4074,0.4074,0.5185,0.0556,0.0185,616.72,-84.98,-248.29
pullback,1,0.25,1.3,20,0.5,54,0.7781,0.4932,0.4531,0.3148,0.3148,0.6852,0.0,0.0,616.72,-102.65,-223.43
pullback,1,0.25,1.5,4,,54,0.7613,0.6452,0.3996,0.1852,0.1481,0.0,0.8519,0.0,616.72,-135.33,-191.61
pullback,1,0.25,1.5,4,0.3,54,0.7616,0.6452,0.3991,0.1852,0.1481,0.0185,0.8333,0.0,616.72,-135.21,-191.61
pullback,1,0.25,1.5,4,0.5,54,0.7534,0.6201,0.3758,0.1667,0.1296,0.3148,0.5556,0.0,616.72,-139.94,-183.69
pullback,1,0.25,1.5,8,,54,0.7196,0.5379,0.5798,0.3148,0.2407,0.0,0.6667,0.0926,616.72,-145.95,-303.1
pullback,1,0.25,1.5,8,0.3,54,0.7357,0.5255,0.531,0.2963,0.2222,0.2963,0.4815,0.0,616.72,-141.28,-279.36
pullback,1,0.25,1.5,8,0.5,54,0.7283,0.4989,0.4477,0.2222,0.1852,0.6111,0.2037,0.0,616.72,-151.36,-230.01
pullback,1,0.25,1.5,12,,54,0.7039,0.5101,0.6382,0.3333,0.2778,0.0,0.3704,0.3519,616.72,-142.11,-303.12
pullback,1,0.25,1.5,12,0.3,54,0.7496,0.48,0.5646,0.3148,0.2593,0.4444,0.2222,0.0741,616.72,-122.44,-281.33
pullback,1,0.25,1.5,12,0.5,54,0.7445,0.4934,0.4637,0.2407,0.2037,0.7037,0.0926,0.0,616.72,-132.57,-230.01
pullback,1,0.25,1.5,16,,54,0.7352,0.525,0.6914,0.3704,0.3519,0.0,0.2037,0.4444,616.72,-89.8,-290.52
