signal,fire_ts,date,hour_utc,rv_rank,dte,delta_target,entry_ask_usd,call_strike,put_strike,peak_bid_usd,peak_multiple,time_to_peak_h,final_bid_usd,final_multiple,n_bars,value_at_4h,multiple_at_4h,value_at_8h,multiple_at_8h,value_at_12h,multiple_at_12h,value_at_18h,multiple_at_18h,value_at_24h,multiple_at_24h
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,2,0.4,2133.25,80000.0,78000.0,2199.45,1.031,1.67,1111.45,0.521,288,1564.1,0.7332,1295.74,0.6074,1068.77,0.501,990.61,0.4644,1111.45,0.521
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,3,0.1,537.26,84000.0,72000.0,522.39,0.9723,1.08,256.49,0.4774,288,375.38,0.6987,298.41,0.5554,235.76,0.4388,243.72,0.4536,256.49,0.4774
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,3,0.15,861.2,83000.0,74000.0,841.19,0.9768,1.67,466.34,0.5415,288,633.46,0.7356,494.74,0.5745,392.93,0.4563,408.82,0.4747,466.34,0.5415
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,3,0.2,1066.62,82000.0,74000.0,959.02,0.8991,1.08,520.75,0.4882,288,750.77,0.7039,604.68,0.5669,487.23,0.4568,503.17,0.4717,520.75,0.4882
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,3,0.25,1422.17,82000.0,76000.0,1435.43,1.0093,1.67,878.28,0.6176,288,1063.59,0.7479,871.68,0.6129,691.55,0.4863,707.58,0.4975,878.28,0.6176
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,3,0.3,1698.7,81000.0,76000.0,1582.06,0.9313,1.67,979.32,0.5765,288,1212.18,0.7136,1020.89,0.601,856.58,0.5043,864.82,0.5091,979.32,0.5765
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,3,0.35,1935.73,81000.0,77000.0,1967.93,1.0166,1.67,1290.22,0.6665,288,1485.89,0.7676,1256.48,0.6491,1092.34,0.5643,1100.68,0.5686,1290.22,0.6665
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,3,0.4,2646.81,80000.0,78000.0,2623.9,0.9913,1.67,1904.23,0.7194,288,2150.64,0.8125,1884.72,0.7121,1689.59,0.6384,1729.64,0.6535,1904.23,0.7194
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,4,0.1,592.57,85000.0,72000.0,616.95,1.0411,2.58,396.39,0.6689,288,469.23,0.7919,376.94,0.6361,306.48,0.5172,345.93,0.5838,396.39,0.6689
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,4,0.15,940.21,84000.0,74000.0,980.1,1.0424,1.67,660.65,0.7027,288,742.95,0.7902,604.68,0.6431,502.95,0.5349,534.62,0.5686,660.65,0.7027
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,4,0.2,1106.13,83000.0,74000.0,1049.56,0.9489,1.67,707.29,0.6394,288,844.61,0.7636,706.77,0.639,589.39,0.5328,621.1,0.5615,707.29,0.6394
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,4,0.25,1659.19,82000.0,76000.0,1699.04,1.024,1.75,1228.04,0.7401,288,1368.59,0.8249,1177.95,0.71,1029.47,0.6205,1061.37,0.6397,1228.04,0.7401
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,4,0.3,1975.23,81000.0,76000.0,1871.26,0.9474,1.08,1360.17,0.6886,288,1564.1,0.7919,1413.54,0.7156,1218.08,0.6167,1257.92,0.6368,1360.17,0.6886
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,4,0.35,2251.76,81000.0,77000.0,2238.03,0.9939,1.67,1671.06,0.7421,288,1837.82,0.8162,1688.39,0.7498,1453.84,0.6456,1493.78,0.6634,1671.06,0.7421
vol_burst,2026-01-31T18:00:00+00:00,2026-01-31,18,0.9319,4,0.4,3002.35,80000.0,78000.0,2948.1,0.9819,1.75,2331.72,0.7766,288,2541.66,0.8466,2355.9,0.7847,2121.82,0.7067,2122.74,0.707,2331.72,0.7766
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,1,0.1,335.86,81000.0,74000.0,272.89,0.8125,0.08,15.76,0.0469,94,54.65,0.1627,,,,,,,,
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,1,0.15,421.77,81000.0,75000.0,366.45,0.8688,0.08,15.78,0.0374,95,85.88,0.2036,15.78,0.0374,,,,,,
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,1,0.2,546.74,80000.0,75000.0,484.65,0.8864,0.17,63.11,0.1154,95,132.72,0.2427,63.11,0.1154,,,,,,
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,1,0.25,702.95,80000.0,76000.0,617.39,0.8783,0.67,31.48,0.0448,105,187.37,0.2665,47.31,0.0673,,,,,,
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,1,0.3,1210.64,79000.0,77000.0,1091.57,0.9016,0.08,55.0,0.0454,128,452.81,0.374,291.77,0.241,,,,,,
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,1,0.35,1210.64,79000.0,77000.0,1091.57,0.9016,0.08,55.0,0.0454,128,452.81,0.374,291.77,0.241,,,,,,
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,1,0.4,1210.64,79000.0,77000.0,1091.57,0.9016,0.08,55.0,0.0454,128,452.81,0.374,291.77,0.241,,,,,,
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,2,0.1,437.39,83000.0,72000.0,389.85,0.8913,0.08,54.55,0.1247,288,202.98,0.4641,126.17,0.2885,101.7,0.2325,78.44,0.1793,54.55,0.1247
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,2,0.15,749.82,82000.0,74000.0,648.8,0.8653,0.17,132.48,0.1767,288,359.12,0.4789,268.11,0.3576,211.23,0.2817,172.57,0.2301,132.48,0.1767
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,2,0.2,937.27,81000.0,74000.0,820.78,0.8757,0.17,155.86,0.1663,288,468.42,0.4998,410.05,0.4375,281.64,0.3005,235.32,0.2511,155.86,0.1663
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,2,0.25,1327.8,80000.0,75000.0,1211.62,0.9125,0.17,296.14,0.223,288,765.09,0.5762,693.93,0.5226,500.69,0.3771,454.94,0.3426,296.14,0.223
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,2,0.3,1523.07,80000.0,76000.0,1407.04,0.9238,0.17,405.25,0.2661,288,936.84,0.6151,796.44,0.5229,618.04,0.4058,556.92,0.3657,405.25,0.2661
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,2,0.35,1874.54,79000.0,76000.0,1797.89,0.9591,0.17,623.46,0.3326,288,1249.12,0.6664,1190.72,0.6352,915.32,0.4883,870.67,0.4645,623.46,0.3326
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,2,0.4,2186.97,79000.0,77000.0,2071.48,0.9472,0.17,826.08,0.3777,288,1483.33,0.6783,1340.55,0.613,1095.26,0.5008,1019.7,0.4663,826.08,0.3777
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,3,0.1,437.39,84000.0,70000.0,383.03,0.8757,0.17,155.86,0.3563,288,265.44,0.6069,205.03,0.4687,164.29,0.3756,180.41,0.4125,155.86,0.3563
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,3,0.15,679.52,83000.0,72000.0,594.09,0.8743,0.17,264.97,0.3899,288,421.58,0.6204,346.97,0.5106,281.64,0.4145,298.07,0.4386,264.97,0.3899
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,3,0.2,1046.62,82000.0,74000.0,959.02,0.9163,0.08,467.59,0.4468,288,663.6,0.634,575.65,0.55,485.04,0.4634,509.85,0.4871,467.59,0.4468
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,3,0.25,1444.96,81000.0,75000.0,1289.79,0.8926,0.17,701.39,0.4854,288,975.88,0.6754,867.41,0.6003,719.74,0.4981,768.7,0.532,701.39,0.4854
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,3,0.3,1991.7,80000.0,76000.0,1832.27,0.92,0.08,1091.05,0.5478,288,1405.26,0.7056,1261.69,0.6335,1095.26,0.5499,1176.58,0.5907,1091.05,0.5478
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,3,0.35,1991.7,80000.0,76000.0,1832.27,0.92,0.08,1091.05,0.5478,288,1405.26,0.7056,1261.69,0.6335,1095.26,0.5499,1176.58,0.5907,1091.05,0.5478
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,3,0.4,2694.65,79000.0,77000.0,2540.5,0.9428,0.17,1675.54,0.6218,288,2107.89,0.7823,1971.39,0.7316,1721.12,0.6387,1764.87,0.655,1675.54,0.6218
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,4,0.1,562.36,84000.0,70000.0,491.2,0.8735,0.08,296.14,0.5266,288,382.54,0.6802,307.54,0.5469,258.17,0.4591,305.91,0.544,296.14,0.5266
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,4,0.15,851.35,83000.0,72000.0,756.3,0.8884,0.08,452.0,0.5309,288,593.33,0.6969,512.56,0.6021,414.63,0.487,470.63,0.5528,452.0,0.5309
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,4,0.2,1132.54,82000.0,73000.0,1013.6,0.895,0.08,646.83,0.5711,288,780.7,0.6893,709.7,0.6266,594.57,0.525,674.57,0.5956,646.83,0.5711
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,4,0.25,1562.12,81000.0,74000.0,1407.04,0.9007,0.17,896.22,0.5737,288,1132.01,0.7247,1072.44,0.6865,860.56,0.5509,941.27,0.6026,896.22,0.5737
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,4,0.3,1757.38,81000.0,75000.0,1598.37,0.9095,0.08,1052.08,0.5987,288,1288.15,0.733,1182.84,0.6731,977.91,0.5565,1098.14,0.6249,1052.08,0.5987
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,4,0.35,2265.07,80000.0,76000.0,2183.13,0.9638,0.08,1558.64,0.6881,288,1795.61,0.7927,1695.4,0.7485,1486.42,0.6562,1568.78,0.6926,1558.64,0.6881
vol_burst,2026-01-31T19:00:00+00:00,2026-01-31,19,0.9167,4,0.4,3046.13,79000.0,77000.0,2884.85,0.9471,0.08,2182.09,0.7163,288,2498.24,0.8201,2365.67,0.7766,2151.4,0.7063,2196.29,0.721,2182.09,0.7163
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,1,0.1,445.95,81000.0,72000.0,680.15,1.5252,3.75,15.65,0.0351,235,364.95,0.8184,260.21,0.5835,170.95,0.3833,63.11,0.1415,,
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,1,0.15,568.97,80000.0,72000.0,710.05,1.248,3.75,46.95,0.0825,235,433.38,0.7617,313.79,0.5515,279.73,0.4916,205.11,0.3605,,
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,1,0.2,815.01,80000.0,74000.0,1269.77,1.558,3.67,55.0,0.0675,281,684.28,0.8396,505.12,0.6198,388.51,0.4767,220.89,0.271,,
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,1,0.25,1230.2,79000.0,75000.0,1741.49,1.4156,3.75,322.52,0.2622,288,1079.65,0.8776,704.1,0.5723,676.01,0.5495,599.55,0.4874,322.52,0.2622
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,1,0.3,1230.2,79000.0,75000.0,1741.49,1.4156,3.75,322.52,0.2622,288,1079.65,0.8776,704.1,0.5723,676.01,0.5495,599.55,0.4874,322.52,0.2622
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,1,0.35,1806.86,78000.0,76000.0,2412.56,1.3352,3.67,928.22,0.5137,288,1634.67,0.9047,1224.53,0.6777,1243.24,0.6881,1270.1,0.7029,928.22,0.5137
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,1,0.4,1806.86,78000.0,76000.0,2412.56,1.3352,3.67,928.22,0.5137,288,1634.67,0.9047,1224.53,0.6777,1243.24,0.6881,1270.1,0.7029,928.22,0.5137
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,2,0.1,445.95,82000.0,70000.0,560.57,1.257,3.75,110.13,0.247,288,372.55,0.8354,290.83,0.6521,264.19,0.5924,173.55,0.3892,110.13,0.247
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,2,0.15,707.37,81000.0,72000.0,971.0,1.3727,3.67,235.99,0.3336,288,608.25,0.8599,505.12,0.7141,458.45,0.6481,355.0,0.5019,235.99,0.3336
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,2,0.2,1037.98,80000.0,73000.0,1293.04,1.2457,3.75,456.24,0.4395,288,874.36,0.8424,704.1,0.6783,699.32,0.6737,639.0,0.6156,456.24,0.4395
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,2,0.25,1191.76,80000.0,74000.0,1629.38,1.3672,3.75,487.71,0.4092,288,1102.45,0.9251,895.44,0.7514,808.11,0.6781,678.44,0.5693,487.71,0.4092
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,2,0.3,1691.53,79000.0,75000.0,2181.02,1.2894,3.67,928.22,0.5487,288,1520.63,0.899,1301.06,0.7692,1282.09,0.7579,1175.44,0.6949,928.22,0.5487
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,2,0.35,1691.53,79000.0,75000.0,2181.02,1.2894,3.67,928.22,0.5487,288,1520.63,0.899,1301.06,0.7692,1282.09,0.7579,1175.44,0.6949,928.22,0.5487
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,2,0.4,2345.07,78000.0,76000.0,2840.2,1.2111,3.75,1612.59,0.6876,288,2204.91,0.9402,1683.73,0.718,1903.71,0.8118,1861.76,0.7939,1612.59,0.6876
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,3,0.1,668.92,84000.0,72000.0,1075.57,1.6079,3.67,180.92,0.2705,288,669.08,1.0002,512.77,0.7666,427.36,0.6389,228.78,0.342,180.92,0.2705
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,3,0.15,815.01,82000.0,72000.0,1142.79,1.4022,3.67,338.25,0.415,288,775.52,0.9515,604.61,0.7418,582.77,0.715,426.0,0.5227,338.25,0.415
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,3,0.2,1114.87,81000.0,73000.0,1450.0,1.3006,3.75,542.77,0.4868,288,1018.82,0.9138,849.52,0.762,777.03,0.697,686.33,0.6156,542.77,0.4868
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,3,0.25,1499.31,80000.0,74000.0,1905.93,1.2712,3.75,912.49,0.6086,288,1368.56,0.9128,1186.26,0.7912,1204.39,0.8033,1057.1,0.7051,912.49,0.6086
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,3,0.3,2037.52,79000.0,75000.0,2466.49,1.2105,3.75,1431.66,0.7026,288,1900.78,0.9329,1645.46,0.8076,1670.61,0.8199,1585.65,0.7782,1431.66,0.7026
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,3,0.35,2037.52,79000.0,75000.0,2466.49,1.2105,3.75,1431.66,0.7026,288,1900.78,0.9329,1645.46,0.8076,1670.61,0.8199,1585.65,0.7782,1431.66,0.7026
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,3,0.4,2729.51,78000.0,76000.0,3213.92,1.1775,3.75,2084.56,0.7637,288,2585.07,0.9471,2181.19,0.7991,2408.78,0.8825,2287.76,0.8382,2084.56,0.7637
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,4,0.1,592.03,84000.0,70000.0,814.69,1.3761,3.75,259.59,0.4385,288,562.63,0.9503,482.16,0.8144,411.82,0.6956,276.11,0.4664,259.59,0.4385
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,4,0.15,799.63,82000.0,70000.0,896.31,1.1209,3.67,495.58,0.6198,288,699.49,0.8748,604.61,0.7561,621.62,0.7774,544.33,0.6807,495.58,0.6198
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,4,0.2,1576.2,81000.0,74000.0,2083.92,1.3221,3.67,951.82,0.6039,288,1520.63,0.9647,1331.67,0.8449,1204.39,0.7641,1001.88,0.6356,951.82,0.6039
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,4,0.25,1806.86,80000.0,74000.0,2188.49,1.2112,3.67,1266.47,0.7009,288,1710.71,0.9468,1492.39,0.826,1476.35,0.8171,1356.88,0.751,1266.47,0.7009
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,4,0.3,1806.86,80000.0,74000.0,2188.49,1.2112,3.67,1266.47,0.7009,288,1710.71,0.9468,1492.39,0.826,1476.35,0.8171,1356.88,0.751,1266.47,0.7009
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,4,0.35,2383.52,79000.0,75000.0,2802.83,1.1759,3.75,1809.24,0.7591,288,2242.93,0.941,1989.86,0.8348,2020.27,0.8476,1932.76,0.8109,1809.24,0.7591
vol_burst,2026-02-02T00:00:00+00:00,2026-02-02,0,0.8597,4,0.4,3113.95,78000.0,76000.0,3547.89,1.1394,3.67,2517.21,0.8084,288,2965.22,0.9522,2525.59,0.8111,2758.44,0.8858,2682.2,0.8614,2517.21,0.8084
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,1,0.1,349.74,80000.0,70000.0,403.83,1.1547,11.67,363.45,1.0392,147,221.95,0.6346,225.34,0.6443,338.83,0.9688,,,,
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,1,0.15,486.6,80000.0,72000.0,489.14,1.0052,2.67,46.95,0.0965,187,313.79,0.6449,279.73,0.5749,354.59,0.7287,,,,
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,1,0.2,729.9,79000.0,73000.0,878.92,1.2042,11.67,235.73,0.323,228,466.85,0.6396,512.84,0.7026,748.58,1.0256,,,,
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,1,0.25,1178.49,78000.0,74000.0,1511.69,1.2827,12.33,953.9,0.8094,239,841.86,0.7144,1010.13,0.8571,1331.69,1.13,722.14,0.6128,,
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,1,0.3,1178.49,78000.0,74000.0,1511.69,1.2827,12.33,953.9,0.8094,239,841.86,0.7144,1010.13,0.8571,1331.69,1.13,722.14,0.6128,,
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,1,0.35,1786.74,77000.0,75000.0,2334.81,1.3067,12.33,1181.14,0.6611,271,1262.79,0.7068,1608.44,0.9002,2080.27,1.1643,1530.63,0.8567,,
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,1,0.4,1786.74,77000.0,75000.0,2334.81,1.3067,12.33,1181.14,0.6611,271,1262.79,0.7068,1608.44,0.9002,2080.27,1.1643,1530.63,0.8567,,
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,2,0.1,501.81,81000.0,70000.0,538.44,1.073,11.67,165.21,0.3292,288,359.71,0.7168,372.97,0.7433,457.03,0.9108,204.08,0.4067,165.21,0.3292
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,2,0.15,828.74,80000.0,72000.0,902.67,1.0892,11.67,377.61,0.4556,288,612.26,0.7388,629.39,0.7595,819.5,0.9889,423.87,0.5115,377.61,0.4556
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,2,0.2,980.8,80000.0,73000.0,992.27,1.0117,1.67,401.21,0.4091,288,704.1,0.7179,699.32,0.713,858.9,0.8757,455.27,0.4642,401.21,0.4091
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,2,0.25,1178.49,79000.0,73000.0,1425.27,1.2094,11.67,763.09,0.6475,288,880.13,0.7468,1010.13,0.8571,1292.29,1.0966,792.79,0.6727,763.09,0.6475
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,2,0.3,1672.69,78000.0,74000.0,2027.06,1.2119,11.67,1345.25,0.8042,288,1301.06,0.7778,1546.28,0.9244,1906.91,1.14,1342.25,0.8024,1345.25,0.8042
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,2,0.35,1976.82,78000.0,75000.0,2114.16,1.0695,11.67,1384.58,0.7004,288,1530.66,0.7743,1709.46,0.8648,1993.59,1.0085,1412.89,0.7147,1384.58,0.7004
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,2,0.4,2356.97,77000.0,75000.0,2826.79,1.1993,11.67,2092.6,0.8878,288,1913.33,0.8118,2253.38,0.956,2623.98,1.1133,2040.84,0.8659,2092.6,0.8878
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,3,0.1,593.04,82000.0,70000.0,586.96,0.9898,2.67,228.14,0.3847,288,451.54,0.7614,442.91,0.7468,512.19,0.8637,290.43,0.4897,228.14,0.3847
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,3,0.15,691.89,81000.0,70000.0,823.49,1.1902,11.67,393.35,0.5685,288,543.38,0.7854,567.23,0.8198,748.58,1.0819,447.42,0.6467,393.35,0.5685
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,3,0.2,1102.45,80000.0,72000.0,1258.99,1.142,11.67,684.42,0.6208,288,841.86,0.7636,979.05,0.8881,1134.69,1.0292,761.39,0.6906,684.42,0.6208
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,3,0.25,1482.61,79000.0,73000.0,1789.51,1.207,11.67,1156.44,0.78,288,1186.26,0.8001,1359.8,0.9172,1670.52,1.1267,1193.11,0.8047,1156.44,0.78
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,3,0.3,1710.71,79000.0,74000.0,1876.61,1.097,11.67,1211.51,0.7082,288,1377.59,0.8053,1515.2,0.8857,1757.2,1.0272,1263.75,0.7387,1211.51,0.7082
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,3,0.35,2356.97,78000.0,75000.0,2533.82,1.075,11.67,1848.73,0.7844,288,1989.86,0.8442,2136.82,0.9066,2403.34,1.0197,1876.01,0.7959,1848.73,0.7844
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,3,0.4,2775.14,77000.0,75000.0,3206.87,1.1556,11.67,2517.42,0.9071,288,2334.26,0.8411,2680.74,0.966,3073.13,1.1074,2503.96,0.9023,2517.42,0.9071
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,4,0.1,676.68,83000.0,70000.0,699.84,1.0342,2.67,298.94,0.4418,288,528.08,0.7804,489.53,0.7234,527.95,0.7802,337.52,0.4988,298.94,0.4418
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,4,0.15,760.31,82000.0,70000.0,760.15,0.9998,11.67,432.68,0.5691,288,604.61,0.7952,621.62,0.8176,717.06,0.9431,478.81,0.6298,432.68,0.5691
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,4,0.2,912.38,81000.0,70000.0,1066.96,1.1694,11.83,645.09,0.707,288,727.06,0.7969,792.57,0.8687,992.86,1.0882,675.05,0.7399,645.09,0.707
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,4,0.25,1786.74,80000.0,74000.0,1892.41,1.0591,1.5,1172.17,0.656,288,1492.39,0.8353,1476.35,0.8263,1615.36,0.9041,1185.26,0.6634,1172.17,0.656
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,4,0.3,2052.85,79000.0,74000.0,2177.5,1.0607,11.67,1604.85,0.7818,288,1721.99,0.8388,1826.01,0.8895,2048.75,0.998,1616.98,0.7877,1604.85,0.7818
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,4,0.35,2356.97,78000.0,74000.0,2731.78,1.159,11.67,2155.54,0.9145,288,2066.39,0.8767,2292.23,0.9725,2600.34,1.1033,2127.19,0.9025,2155.54,0.9145
vol_burst,2026-02-02T04:00:00+00:00,2026-02-02,4,0.8944,4,0.4,2699.11,78000.0,75000.0,2850.55,1.0561,11.67,2281.41,0.8452,288,2334.26,0.8648,2486.48,0.9212,2757.93,1.0218,2237.08,0.8288,2281.41,0.8452
vol_burst,2026-02-03T15:00:00+00:00,2026-02-03,15,0.9097,1,0.15,439.94,79000.0,75000.0,2254.72,5.1251,4.08,122.18,0.2777,122,2214.49,5.0336,392.56,0.8923,,,,,,
vol_burst,2026-02-03T15:00:00+00:00,2026-02-03,15,0.9097,1,0.2,439.94,79000.0,75000.0,2254.72,5.1251,4.08,122.18,0.2777,122,2214.49,5.0336,392.56,0.8923,,,,,,
vol_burst,2026-02-03T15:00:00+00:00,2026-02-03,15,0.9097,1,0.25,887.6,78000.0,76000.0,3038.02,3.4227,4.08,91.76,0.1034,158,3033.04,3.4171,837.96,0.9441,424.56,0.4783,,,,
vol_burst,2026-02-03T15:00:00+00:00,2026-02-03,15,0.9097,1,0.3,887.6,78000.0,76000.0,3038.02,3.4227,4.08,91.76,0.1034,158,3033.04,3.4171,837.96,0.9441,424.56,0.4783,,,,
vol_burst,2026-02-03T15:00:00+00:00,2026-02-03,15,0.9097,1,0.35,887.6,78000.0,76000.0,3038.02,3.4227,4.08,91.76,0.1034,158,3033.04,3.4171,837.96,0.9441,424.56,0.4783,,,,
vol_burst,2026-02-03T15:00:00+00:00,2026-02-03,15,0.9097,1,0.4,1234.92,78000.0,77000.0,3983.15,3.2254,4.0,504.67,0.4087,158,3983.15,3.2254,1479.65,1.1982,1106.89,0.8963,,,,
vol_burst,2026-02-03T15:00:00+00:00,2026-02-03,15,0.9097,2,0.1,308.73,81000.0,72000.0,1368.94,4.4341,4.08,277.63,0.8993,274,1293.61,4.1901,347.26,1.1248,220.01,0.7126,91.79,0.2973,,
vol_burst,2026-02-03T15:00:00+00:00,2026-02-03,15,0.9097,2,0.15,509.4,80000.0,73000.0,1720.33,3.3772,4.08,563.29,1.1058,288,1680.96,3.2999,505.8,0.9929,341.4,0.6702,168.29,0.3304,563.29,1.1058
vol_burst,2026-02-03T15:00:00+00:00,2026-02-03,15,0.9097,2,0.2,617.46,80000.0,74000.0,2196.16,3.5568,4.08,859.76,1.3924,288,2156.02,3.4918,694.53,1.1248,470.37,0.7618,252.43,0.4088,859.76,1.3924
vol_burst,2026-02-03T15:00:00+00:00,2026-02-03,15,0.9097,2,0.25,1003.37,79000.0,75000.0,2745.2,2.736,4.08,1348.94,1.3444,288,2704.16,2.6951,1079.54,1.0759,796.6,0.7939,466.61,0.465,1348.94,1.3444
