signal,fire_ts,date,hour_utc,rv_rank,dte,delta_target,entry_ask_usd,call_strike,put_strike,peak_bid_usd,peak_multiple,time_to_peak_h,final_bid_usd,final_multiple,n_bars,value_at_4h,multiple_at_4h,value_at_8h,multiple_at_8h,value_at_12h,multiple_at_12h,value_at_18h,multiple_at_18h,value_at_24h,multiple_at_24h
pullback,2026-02-11T12:00:00+00:00,2026-02-11,12,0.6861,3,0.35,2211.74,68000.0,66000.0,2225.16,1.0061,2.25,1463.92,0.6619,288,1925.66,0.8707,1789.29,0.809,1676.04,0.7578,1576.75,0.7129,1463.92,0.6619
pullback,2026-02-11T12:00:00+00:00,2026-02-11,12,0.6861,3,0.4,2211.74,68000.0,66000.0,2225.16,1.0061,2.25,1463.92,0.6619,288,1925.66,0.8707,1789.29,0.809,1676.04,0.7578,1576.75,0.7129,1463.92,0.6619
pullback,2026-02-11T12:00:00+00:00,2026-02-11,12,0.6861,4,0.1,583.09,72000.0,62000.0,594.3,1.0192,3.17,190.65,0.327,288,431.61,0.7402,351.11,0.6021,335.21,0.5749,281.8,0.4833,190.65,0.327
pullback,2026-02-11T12:00:00+00:00,2026-02-11,12,0.6861,4,0.15,583.09,72000.0,62000.0,594.3,1.0192,3.17,190.65,0.327,288,431.61,0.7402,351.11,0.6021,335.21,0.5749,281.8,0.4833,190.65,0.327
pullback,2026-02-11T12:00:00+00:00,2026-02-11,12,0.6861,4,0.2,1139.38,70000.0,64000.0,1148.98,1.0084,3.17,565.14,0.496,288,942.91,0.8276,810.24,0.7111,764.27,0.6708,677.67,0.5948,565.14,0.496
pullback,2026-02-11T12:00:00+00:00,2026-02-11,12,0.6861,4,0.25,1139.38,70000.0,64000.0,1148.98,1.0084,3.17,565.14,0.496,288,942.91,0.8276,810.24,0.7111,764.27,0.6708,677.67,0.5948,565.14,0.496
pullback,2026-02-11T12:00:00+00:00,2026-02-11,12,0.6861,4,0.3,1642.05,69000.0,65000.0,1643.2,1.0007,2.25,1014.53,0.6178,288,1361.24,0.829,1282.88,0.7813,1173.23,0.7145,1073.53,0.6538,1014.53,0.6178
pullback,2026-02-11T12:00:00+00:00,2026-02-11,12,0.6861,4,0.35,1642.05,69000.0,65000.0,1643.2,1.0007,2.25,1014.53,0.6178,288,1361.24,0.829,1282.88,0.7813,1173.23,0.7145,1073.53,0.6538,1014.53,0.6178
pullback,2026-02-11T12:00:00+00:00,2026-02-11,12,0.6861,4,0.4,2345.78,68000.0,66000.0,2362.1,1.007,2.25,1668.19,0.7111,288,2025.27,0.8634,1958.09,0.8347,1810.12,0.7717,1710.94,0.7294,1668.19,0.7111
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,1,0.2,302.7,68000.0,66000.0,267.19,0.8827,0.58,13.45,0.0444,75,107.73,0.3559,,,,,,,,
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,1,0.25,302.7,68000.0,66000.0,267.19,0.8827,0.58,13.45,0.0444,75,107.73,0.3559,,,,,,,,
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,1,0.3,491.05,68000.0,67000.0,582.31,1.1858,0.42,80.73,0.1644,75,242.39,0.4936,,,,,,,,
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,1,0.35,491.05,68000.0,67000.0,582.31,1.1858,0.42,80.73,0.1644,75,242.39,0.4936,,,,,,,,
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,1,0.4,491.05,68000.0,67000.0,582.31,1.1858,0.42,80.73,0.1644,75,242.39,0.4936,,,,,,,,
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,2,0.1,356.51,70000.0,64000.0,397.82,1.1159,19.33,189.67,0.532,257,262.59,0.7366,241.49,0.6774,176.61,0.4954,308.68,0.8658,,
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,2,0.15,356.51,70000.0,64000.0,397.82,1.1159,19.33,189.67,0.532,257,262.59,0.7366,241.49,0.6774,176.61,0.4954,308.68,0.8658,,
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,2,0.2,659.21,69000.0,65000.0,699.38,1.0609,19.58,145.58,0.2208,288,538.65,0.8171,469.57,0.7123,434.72,0.6595,518.84,0.7871,145.58,0.2208
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,2,0.25,861.01,69000.0,66000.0,1189.6,1.3816,19.58,370.58,0.4304,288,700.25,0.8133,643.98,0.7479,536.61,0.6232,880.06,1.0221,370.58,0.4304
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,2,0.3,861.01,69000.0,66000.0,1189.6,1.3816,19.58,370.58,0.4304,288,700.25,0.8133,643.98,0.7479,536.61,0.6232,880.06,1.0221,370.58,0.4304
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,2,0.35,1210.8,68000.0,66000.0,1213.01,1.0018,19.33,377.19,0.3115,288,1009.97,0.8341,905.6,0.7479,930.58,0.7686,945.74,0.7811,377.19,0.3115
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,2,0.4,1547.13,68000.0,67000.0,1897.78,1.2266,19.33,906.59,0.586,288,1312.97,0.8486,1241.01,0.8021,1120.77,0.7244,1536.82,0.9933,906.59,0.586
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,3,0.1,396.87,71000.0,62000.0,385.64,0.9717,19.58,138.97,0.3502,288,296.26,0.7465,261.62,0.6592,217.36,0.5477,321.81,0.8109,138.97,0.3502
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,3,0.15,477.59,71000.0,63000.0,549.05,1.1496,19.58,224.99,0.4711,288,363.59,0.7613,342.12,0.7163,258.12,0.5405,433.46,0.9076,224.99,0.4711
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,3,0.2,760.11,70000.0,64000.0,836.64,1.1007,19.58,370.58,0.4875,288,585.79,0.7707,570.19,0.7501,495.85,0.6523,656.76,0.864,370.58,0.4875
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,3,0.25,928.28,70000.0,65000.0,1196.13,1.2885,19.58,569.1,0.6131,288,754.11,0.8124,737.9,0.7949,597.74,0.6439,952.3,1.0259,569.1,0.6131
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,3,0.3,1446.23,69000.0,66000.0,1705.96,1.1796,19.58,972.77,0.6726,288,1245.63,0.8613,1207.47,0.8349,1052.84,0.728,1444.87,0.9991,972.77,0.6726
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,3,0.35,1446.23,69000.0,66000.0,1705.96,1.1796,19.58,972.77,0.6726,288,1245.63,0.8613,1207.47,0.8349,1052.84,0.728,1444.87,0.9991,972.77,0.6726
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,3,0.4,2186.16,68000.0,67000.0,2418.41,1.1062,19.58,1634.51,0.7477,288,1918.95,0.8778,1911.82,0.8745,1800.02,0.8234,2134.47,0.9764,1634.51,0.7477
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,4,0.1,390.15,72000.0,62000.0,451.0,1.156,19.58,198.52,0.5088,288,282.79,0.7248,281.74,0.7221,196.98,0.5049,354.65,0.909,198.52,0.5088
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,4,0.15,585.22,71000.0,63000.0,660.16,1.1281,19.58,304.4,0.5202,288,451.12,0.7709,436.03,0.7451,346.42,0.5919,505.71,0.8641,304.4,0.5202
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,4,0.2,908.1,70000.0,64000.0,954.29,1.0509,19.58,469.84,0.5174,288,720.45,0.7934,677.52,0.7461,611.33,0.6732,788.11,0.8679,469.84,0.5174
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,4,0.25,1076.26,70000.0,65000.0,1313.79,1.2207,19.58,701.45,0.6517,288,888.78,0.8258,845.23,0.7853,713.22,0.6627,1083.66,1.0069,701.45,0.6517
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,4,0.3,1345.33,69000.0,65000.0,1385.69,1.03,19.58,794.09,0.5903,288,1144.64,0.8508,1073.3,0.7978,1018.88,0.7573,1188.74,0.8836,794.09,0.5903
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,4,0.35,1580.76,69000.0,66000.0,1843.22,1.166,19.58,1124.97,0.7117,288,1380.3,0.8732,1341.63,0.8487,1222.66,0.7735,1582.79,1.0013,1124.97,0.7117
pullback,2026-02-11T23:00:00+00:00,2026-02-11,23,0.6514,4,0.4,2320.7,68000.0,67000.0,2549.14,1.0984,19.58,1819.8,0.7842,288,2120.95,0.9139,2045.99,0.8816,1935.87,0.8342,2298.66,0.9905,1819.8,0.7842
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,1,0.1,201.12,70000.0,62000.0,203.68,1.0127,1.67,39.24,0.1951,245,162.02,0.8056,114.26,0.5681,108.94,0.5417,111.14,0.5526,,
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,1,0.15,502.81,69000.0,64000.0,501.7,0.9978,1.75,52.91,0.1052,288,432.05,0.8593,342.77,0.6817,354.06,0.7042,339.97,0.6761,52.91,0.1052
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,1,0.2,663.71,69000.0,65000.0,699.38,1.0537,18.58,145.49,0.2192,288,526.57,0.7934,450.31,0.6785,401.73,0.6053,634.17,0.9555,145.49,0.2192
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,1,0.25,663.71,69000.0,65000.0,699.38,1.0537,18.58,145.49,0.2192,288,526.57,0.7934,450.31,0.6785,401.73,0.6053,634.17,0.9555,145.49,0.2192
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,1,0.3,1173.23,68000.0,66000.0,1213.01,1.0339,18.33,376.96,0.3213,288,1046.38,0.8919,732.59,0.6244,898.78,0.7661,1124.51,0.9585,376.96,0.3213
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,1,0.35,1173.23,68000.0,66000.0,1213.01,1.0339,18.33,376.96,0.3213,288,1046.38,0.8919,732.59,0.6244,898.78,0.7661,1124.51,0.9585,376.96,0.3213
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,1,0.4,1173.23,68000.0,66000.0,1213.01,1.0339,18.33,376.96,0.3213,288,1046.38,0.8919,732.59,0.6244,898.78,0.7661,1124.51,0.9585,376.96,0.3213
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,2,0.1,382.14,71000.0,62000.0,385.64,1.0092,18.58,132.27,0.3461,288,297.04,0.7773,262.12,0.6859,217.89,0.5702,353.04,0.9239,132.27,0.3461
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,2,0.15,610.08,70000.0,63000.0,575.19,0.9428,18.58,231.47,0.3794,288,513.06,0.841,463.75,0.7601,422.15,0.692,542.64,0.8895,231.47,0.3794
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,2,0.2,744.16,70000.0,64000.0,836.64,1.1243,18.58,363.73,0.4888,288,621.08,0.8346,551.13,0.7406,483.43,0.6496,771.47,1.0367,363.73,0.4888
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,2,0.25,1173.23,69000.0,65000.0,1248.42,1.0641,18.58,621.65,0.5299,288,1012.63,0.8631,940.95,0.802,885.16,0.7545,1189.89,1.0142,621.65,0.5299
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,2,0.3,1173.23,69000.0,65000.0,1248.42,1.0641,18.58,621.65,0.5299,288,1012.63,0.8631,940.95,0.802,885.16,0.7545,1189.89,1.0142,621.65,0.5299
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,2,0.35,1810.12,68000.0,66000.0,1830.15,1.0111,18.58,1111.04,0.6138,288,1620.2,0.8951,1377.81,0.7612,1463.92,0.8087,1778.3,0.9824,1111.04,0.6138
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,2,0.4,1810.12,68000.0,66000.0,1830.15,1.0111,18.58,1111.04,0.6138,288,1620.2,0.8951,1377.81,0.7612,1463.92,0.8087,1778.3,0.9824,1111.04,0.6138
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,3,0.1,455.88,71000.0,62000.0,464.07,1.018,18.58,205.01,0.4497,288,371.3,0.8145,322.61,0.7077,279.17,0.6124,431.5,0.9465,205.01,0.4497
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,3,0.15,690.53,70000.0,63000.0,692.84,1.0033,18.58,337.28,0.4884,288,607.58,0.8799,537.68,0.7787,490.24,0.71,666.86,0.9657,337.28,0.4884
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,3,0.2,858.13,70000.0,64000.0,954.29,1.1121,18.58,462.93,0.5395,288,708.84,0.826,651.94,0.7597,565.14,0.6586,895.69,1.0438,462.93,0.5395
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,3,0.25,1106.19,69000.0,64000.0,1072.71,0.9697,1.67,542.29,0.4902,288,978.87,0.8849,873.74,0.7899,905.59,0.8187,974.14,0.8806,542.29,0.4902
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,3,0.3,1307.31,69000.0,65000.0,1385.69,1.06,18.58,773.76,0.5919,288,1147.65,0.8779,1041.76,0.7969,1014.53,0.776,1333.72,1.0202,773.76,0.5919
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,3,0.35,1944.2,68000.0,66000.0,1993.56,1.0254,18.58,1289.6,0.6633,288,1788.98,0.9202,1545.84,0.7951,1668.19,0.858,1941.75,0.9987,1289.6,0.6633
pullback,2026-02-12T00:00:00+00:00,2026-02-12,0,0.6625,3,0.4,1944.2,68000.0,66000.0,1993.56,1.0254,18.58,1289.6,0.6633,288,1788.98,0.9202,1545.84,0.7951,1668.19,0.858,1941.75,0.9987,1289.6,0.6633
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,1,0.1,236.67,67000.0,64000.0,198.8,0.84,0.83,113.28,0.4786,59,99.59,0.4208,,,,,,,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,1,0.15,236.67,67000.0,64000.0,198.8,0.84,0.83,113.28,0.4786,59,99.59,0.4208,,,,,,,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,1,0.2,236.67,67000.0,64000.0,198.8,0.84,0.83,113.28,0.4786,59,99.59,0.4208,,,,,,,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,1,0.25,401.03,67000.0,65000.0,354.55,0.8841,0.33,13.22,0.033,101,146.07,0.3642,19.84,0.0495,,,,,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,1,0.3,749.46,66000.0,65000.0,749.44,1.0,1.08,152.05,0.2029,106,624.12,0.8328,264.49,0.3529,,,,,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,1,0.35,749.46,66000.0,65000.0,749.44,1.0,1.08,152.05,0.2029,106,624.12,0.8328,264.49,0.3529,,,,,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,1,0.4,749.46,66000.0,65000.0,749.44,1.0,1.08,152.05,0.2029,106,624.12,0.8328,264.49,0.3529,,,,,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,2,0.1,302.41,69000.0,62000.0,594.61,1.9662,17.58,420.62,1.3909,221,172.63,0.5708,138.86,0.4592,127.15,0.4204,349.72,1.1564,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,2,0.15,552.23,68000.0,63000.0,1217.28,2.2043,18.58,1041.22,1.8855,230,385.1,0.6973,304.17,0.5508,321.21,0.5817,898.3,1.6267,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,2,0.2,552.23,68000.0,63000.0,1217.28,2.2043,18.58,1041.22,1.8855,230,385.1,0.6973,304.17,0.5508,321.21,0.5817,898.3,1.6267,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,2,0.25,1019.0,67000.0,64000.0,2258.86,2.2167,18.67,2008.69,1.9712,235,816.67,0.8014,648.01,0.6359,742.8,0.729,1693.73,1.6622,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,2,0.3,1019.0,67000.0,64000.0,2258.86,2.2167,18.67,2008.69,1.9712,235,816.67,0.8014,648.01,0.6359,742.8,0.729,1693.73,1.6622,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,2,0.35,1281.97,67000.0,65000.0,2272.72,1.7728,18.67,1726.89,1.3471,268,962.74,0.751,826.54,0.6447,843.18,0.6577,1707.45,1.3319,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,2,0.4,1709.29,66000.0,65000.0,3242.78,1.8972,18.67,2724.5,1.5939,268,1493.9,0.874,1322.46,0.7737,1478.91,0.8652,2633.17,1.5405,,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.1,414.17,69000.0,62000.0,769.12,1.857,18.67,309.84,0.7481,249,265.58,0.6412,231.43,0.5588,207.45,0.5009,493.72,1.1921,309.84,0.7481
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.15,414.17,69000.0,62000.0,769.12,1.857,18.67,309.84,0.7481,249,265.58,0.6412,231.43,0.5588,207.45,0.5009,493.72,1.1921,309.84,0.7481
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.2,710.01,68000.0,63000.0,1434.31,2.0201,18.67,936.39,1.3188,269,531.17,0.7481,449.64,0.6333,461.74,0.6503,1056.01,1.4873,936.39,1.3188
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.25,907.24,68000.0,64000.0,1441.24,1.5886,18.67,936.39,1.0321,288,657.32,0.7245,562.05,0.6195,535.35,0.5901,1069.73,1.1791,936.39,1.0321
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.3,1216.22,67000.0,64000.0,2342.01,1.9256,18.67,1831.48,1.5059,288,989.3,0.8134,846.37,0.6959,936.87,0.7703,1789.73,1.4716,1831.48,1.5059
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.35,1512.06,67000.0,65000.0,2355.87,1.5581,18.67,1838.36,1.2158,288,1161.93,0.7684,1057.97,0.6997,1070.7,0.7081,1817.16,1.2018,1838.36,1.2158
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.4,1512.06,67000.0,65000.0,2355.87,1.5581,18.67,1838.36,1.2158,288,1161.93,0.7684,1057.97,0.6997,1070.7,0.7081,1817.16,1.2018,1838.36,1.2158
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.1,355.01,70000.0,60000.0,568.18,1.6005,18.67,282.3,0.7952,288,252.3,0.7107,204.98,0.5774,214.14,0.6032,397.72,1.1203,282.3,0.7952
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.15,677.14,69000.0,62000.0,1074.0,1.5861,18.67,674.76,0.9965,288,517.89,0.7648,436.41,0.6445,434.97,0.6424,761.15,1.1241,674.76,0.9965
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.2,841.5,69000.0,63000.0,1080.93,1.2845,18.67,688.53,0.8182,288,610.84,0.7259,542.21,0.6443,508.58,0.6044,781.72,0.929,688.53,0.8182
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.25,1051.87,68000.0,63000.0,1704.54,1.6205,18.67,1308.2,1.2437,288,863.14,0.8206,727.35,0.6915,776.26,0.738,1330.3,1.2647,1308.2,1.2437
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.3,1281.97,68000.0,64000.0,1732.26,1.3512,18.67,1321.97,1.0312,288,1029.13,0.8028,892.66,0.6963,903.41,0.7047,1371.44,1.0698,1321.97,1.0312
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.35,1610.68,67000.0,64000.0,2529.09,1.5702,18.67,2044.92,1.2696,288,1394.31,0.8657,1223.28,0.7595,1371.84,0.8517,2057.16,1.2772,2044.92,1.2696
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.4,1906.51,67000.0,65000.0,2563.74,1.3447,18.67,2093.12,1.0979,288,1626.7,0.8532,1454.71,0.763,1539.14,0.8073,2105.17,1.1042,2093.12,1.0979
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.15,324.26,67000.0,65000.0,278.28,0.8582,0.17,13.22,0.0408,89,113.35,0.3496,,,,,,,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.2,324.26,67000.0,65000.0,278.28,0.8582,0.17,13.22,0.0408,89,113.35,0.3496,,,,,,,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.25,324.26,67000.0,65000.0,278.28,0.8582,0.17,13.22,0.0408,89,113.35,0.3496,,,,,,,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.3,324.26,67000.0,65000.0,278.28,0.8582,0.17,13.22,0.0408,89,113.35,0.3496,,,,,,,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.35,555.87,67000.0,66000.0,546.79,0.9837,2.0,86.0,0.1547,90,200.03,0.3599,86.0,0.1547,,,,,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.4,555.87,67000.0,66000.0,546.79,0.9837,2.0,86.0,0.1547,90,200.03,0.3599,86.0,0.1547,,,,,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.1,271.32,69000.0,62000.0,594.61,2.1916,16.58,420.62,1.5503,209,153.36,0.5652,132.66,0.4889,107.04,0.3945,,,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.15,357.34,69000.0,63000.0,594.61,1.664,16.58,420.62,1.1771,218,193.36,0.5411,185.72,0.5197,127.11,0.3557,419.82,1.1748,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.2,661.75,68000.0,64000.0,1358.09,2.0523,17.67,1111.33,1.6794,223,446.74,0.6751,384.7,0.5813,341.18,0.5156,1046.1,1.5808,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.25,661.75,68000.0,64000.0,1358.09,2.0523,17.67,1111.33,1.6794,223,446.74,0.6751,384.7,0.5813,341.18,0.5156,1046.1,1.5808,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.3,893.36,68000.0,65000.0,1371.95,1.5357,17.67,832.49,0.9319,256,593.43,0.6643,543.89,0.6088,428.15,0.4793,1052.99,1.1787,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.35,1224.23,67000.0,65000.0,2272.72,1.8564,17.67,1726.89,1.4106,256,933.48,0.7625,829.1,0.6772,782.7,0.6393,1913.27,1.5628,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.4,1522.01,67000.0,66000.0,2279.65,1.4978,17.67,1797.55,1.181,257,1166.85,0.7667,1094.41,0.7191,936.57,0.6154,1927.03,1.2661,,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.1,291.17,70000.0,62000.0,339.52,1.1661,17.67,55.13,0.1894,249,146.69,0.5038,159.19,0.5467,93.66,0.3217,206.47,0.7091,55.13,0.1894
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.15,489.69,69000.0,63000.0,776.05,1.5848,17.67,317.02,0.6474,269,293.38,0.5991,285.21,0.5824,200.69,0.4098,564.35,1.1525,317.02,0.6474
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.2,655.13,69000.0,64000.0,782.98,1.1952,17.67,317.02,0.4839,288,386.73,0.5903,397.97,0.6075,260.9,0.3982,578.11,0.8824,317.02,0.4839
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.25,860.27,68000.0,64000.0,1441.24,1.6753,17.67,1006.2,1.1696,288,580.09,0.6743,557.15,0.6476,461.59,0.5366,1163.1,1.352,1006.2,1.1696
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.3,1091.88,68000.0,65000.0,1455.1,1.3327,17.67,1013.09,0.9278,288,733.45,0.6717,729.6,0.6682,582.01,0.533,1176.87,1.0778,1013.09,0.9278
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.35,1422.75,67000.0,65000.0,2355.87,1.6559,17.67,1909.02,1.3418,288,1100.18,0.7733,1028.08,0.7226,996.78,0.7006,1968.33,1.3835,1909.02,1.3418
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.4,1753.62,67000.0,66000.0,2383.58,1.3592,17.67,1922.81,1.0965,288,1366.88,0.7795,1326.55,0.7565,1170.71,0.6676,1995.86,1.1381,1922.81,1.0965
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.1,403.66,70000.0,61000.0,575.11,1.4247,17.67,296.35,0.7341,288,266.71,0.6607,252.05,0.6244,207.38,0.5138,433.58,1.0741,296.35,0.7341
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.15,489.69,70000.0,62000.0,588.97,1.2027,17.67,310.13,0.6333,288,326.72,0.6672,311.74,0.6366,247.52,0.5055,447.35,0.9135,310.13,0.6333
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.2,787.48,69000.0,63000.0,1080.93,1.3726,17.67,716.75,0.9102,288,566.76,0.7197,530.62,0.6738,454.9,0.5777,874.05,1.1099,716.75,0.9102
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.25,1224.23,68000.0,64000.0,1732.26,1.415,17.67,1350.79,1.1034,288,933.48,0.7625,862.26,0.7043,822.84,0.6721,1493.45,1.2199,1350.79,1.1034
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.3,1224.23,68000.0,64000.0,1732.26,1.415,17.67,1350.79,1.1034,288,933.48,0.7625,862.26,0.7043,822.84,0.6721,1493.45,1.2199,1350.79,1.1034
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.35,1488.93,68000.0,65000.0,1766.9,1.1867,17.67,1378.36,0.9257,288,1133.51,0.7613,1094.41,0.735,970.02,0.6515,1534.74,1.0308,1378.36,0.9257
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.4,1852.89,67000.0,65000.0,2563.74,1.3836,17.67,2136.45,1.153,288,1566.92,0.8457,1459.21,0.7875,1438.3,0.7762,2257.38,1.2183,2136.45,1.153
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,1,0.15,291.81,69000.0,66000.0,289.26,0.9913,6.92,192.49,0.6596,89,178.05,0.6102,,,,,,,,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,1,0.2,291.81,69000.0,66000.0,289.26,0.9913,6.92,192.49,0.6596,89,178.05,0.6102,,,,,,,,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,1,0.25,454.68,69000.0,67000.0,426.33,0.9376,0.33,13.64,0.03,156,212.29,0.4669,282.44,0.6212,54.76,0.1204,,,,
