signal,fire_ts,date,hour_utc,rv_rank,dte,delta_target,call_strike,call_actual_delta,call_delta_dist,call_actual_iv,call_ask_usd,call_bid_usd,call_spread_pct,put_strike,put_actual_delta,put_delta_dist,put_actual_iv,put_ask_usd,put_bid_usd,put_spread_pct,straddle_ask_usd,straddle_bid_usd,straddle_spread_pct,straddle_pct_spot,spot_usd,hours_to_expiry,available,skip_reason
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.15,69000.0,0.1166,0.0334,48.88,151.21,124.91,17.39,62000.0,-0.1349,0.0151,67.1,262.97,236.67,10.0,414.17,361.58,12.7,0.63,65741.84,58.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.2,68000.0,0.2043,0.0043,49.17,315.56,282.69,10.42,63000.0,-0.1949,0.0051,63.0,394.45,361.58,8.33,710.01,644.27,9.26,1.08,65741.84,58.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.25,68000.0,0.2043,0.0457,49.17,315.56,282.69,10.42,64000.0,-0.2801,0.0301,59.48,591.68,525.93,11.11,907.24,808.62,10.87,1.38,65741.84,58.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.3,67000.0,0.3285,0.0285,50.39,624.55,558.81,10.53,64000.0,-0.2801,0.0199,59.48,591.68,525.93,11.11,1216.22,1084.74,10.81,1.85,65741.84,58.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.35,67000.0,0.3285,0.0215,50.39,624.55,558.81,10.53,65000.0,-0.3937,0.0437,56.04,887.51,821.77,7.41,1512.06,1380.58,8.7,2.3,65741.84,58.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,3,0.4,67000.0,0.3285,0.0715,50.39,624.55,558.81,10.53,65000.0,-0.3937,0.0063,56.04,887.51,821.77,7.41,1512.06,1380.58,8.7,2.3,65741.84,58.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.1,70000.0,0.1026,0.0026,50.07,157.78,131.48,16.67,60000.0,-0.0881,0.0119,71.86,197.23,184.08,6.67,355.01,315.56,11.11,0.54,65741.84,82.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.15,69000.0,0.1642,0.0142,49.94,282.69,249.82,11.63,62000.0,-0.1689,0.0189,65.31,394.45,361.58,8.33,677.14,611.4,9.71,1.03,65741.84,82.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.2,69000.0,0.1642,0.0358,49.94,282.69,249.82,11.63,63000.0,-0.2281,0.0281,61.88,558.81,525.93,5.88,841.5,775.75,7.81,1.28,65741.84,82.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.25,68000.0,0.2547,0.0047,51.06,493.06,427.32,13.33,63000.0,-0.2281,0.0219,61.88,558.81,525.93,5.88,1051.87,953.26,9.38,1.6,65741.84,82.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.3,68000.0,0.2547,0.0453,51.06,493.06,427.32,13.33,64000.0,-0.3083,0.0083,58.67,788.9,723.16,8.33,1281.97,1150.48,10.26,1.95,65741.84,82.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.35,67000.0,0.3627,0.0127,51.52,821.77,756.03,8.0,64000.0,-0.3083,0.0416,58.67,788.9,723.16,8.33,1610.68,1479.19,8.16,2.45,65741.84,82.0,True,
pullback,2026-02-12T22:00:00+00:00,2026-02-12,22,0.7458,4,0.4,67000.0,0.3627,0.0373,51.52,821.77,756.03,8.0,65000.0,-0.4067,0.0067,55.85,1084.74,1051.87,3.03,1906.51,1807.9,5.17,2.9,65741.84,82.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.1,68000.0,0.0534,0.0466,51.56,33.09,13.23,60.0,64000.0,-0.0725,0.0275,72.88,59.56,46.32,22.22,92.64,59.56,35.71,0.14,66174.52,9.0,False,leg_ask_too_low
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.15,67000.0,0.2346,0.0846,51.25,158.82,132.35,16.67,65000.0,-0.1914,0.0414,66.12,165.44,138.97,16.0,324.26,271.32,16.33,0.49,66174.52,9.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.2,67000.0,0.2346,0.0346,51.25,158.82,132.35,16.67,65000.0,-0.1914,0.0086,66.12,165.44,138.97,16.0,324.26,271.32,16.33,0.49,66174.52,9.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.25,67000.0,0.2346,0.0154,51.25,158.82,132.35,16.67,65000.0,-0.1914,0.0586,66.12,165.44,138.97,16.0,324.26,271.32,16.33,0.49,66174.52,9.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.3,67000.0,0.2346,0.0654,51.25,158.82,132.35,16.67,65000.0,-0.1914,0.1086,66.12,165.44,138.97,16.0,324.26,271.32,16.33,0.49,66174.52,9.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.35,67000.0,0.2346,0.1154,51.25,158.82,132.35,16.67,66000.0,-0.4312,0.0812,57.23,397.05,363.96,8.33,555.87,496.31,10.71,0.84,66174.52,9.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,1,0.4,67000.0,0.2346,0.1654,51.25,158.82,132.35,16.67,66000.0,-0.4312,0.0312,57.23,397.05,363.96,8.33,555.87,496.31,10.71,0.84,66174.52,9.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.1,69000.0,0.1178,0.0178,55.72,125.73,112.5,10.53,62000.0,-0.0845,0.0155,79.75,145.58,119.11,18.18,271.32,231.61,14.63,0.41,66174.52,33.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.15,69000.0,0.1178,0.0322,55.72,125.73,112.5,10.53,63000.0,-0.1366,0.0134,75.43,231.61,205.14,11.43,357.34,317.64,11.11,0.54,66174.52,33.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.2,68000.0,0.226,0.026,56.44,297.79,277.93,6.67,64000.0,-0.2101,0.0101,70.86,363.96,330.87,9.09,661.75,608.81,8.0,1.0,66174.52,33.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.25,68000.0,0.226,0.024,56.44,297.79,277.93,6.67,64000.0,-0.2101,0.0399,70.86,363.96,330.87,9.09,661.75,608.81,8.0,1.0,66174.52,33.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.3,68000.0,0.226,0.074,56.44,297.79,277.93,6.67,65000.0,-0.3129,0.0129,65.79,595.57,529.4,11.11,893.36,807.33,9.63,1.35,66174.52,33.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.35,67000.0,0.3772,0.0272,58.61,628.66,595.57,5.26,65000.0,-0.3129,0.0371,65.79,595.57,529.4,11.11,1224.23,1124.97,8.11,1.85,66174.52,33.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,2,0.4,67000.0,0.3772,0.0228,58.61,628.66,595.57,5.26,66000.0,-0.4547,0.0547,62.15,893.36,860.27,3.7,1522.01,1455.84,4.35,2.3,66174.52,33.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.1,70000.0,0.0799,0.0201,48.41,92.64,72.79,21.43,62000.0,-0.1068,0.0068,66.93,198.52,178.67,10.0,291.17,251.46,13.64,0.44,66174.52,57.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.15,69000.0,0.1467,0.0033,47.82,191.91,165.44,13.79,63000.0,-0.1569,0.0069,62.76,297.79,271.32,8.89,489.69,436.75,10.81,0.74,66174.52,57.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.2,69000.0,0.1467,0.0533,47.82,191.91,165.44,13.79,64000.0,-0.2276,0.0276,59.07,463.22,397.05,14.29,655.13,562.48,14.14,0.99,66174.52,57.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.25,68000.0,0.2566,0.0066,48.86,397.05,363.96,8.33,64000.0,-0.2276,0.0224,59.07,463.22,397.05,14.29,860.27,761.01,11.54,1.3,66174.52,57.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.3,68000.0,0.2566,0.0434,48.86,397.05,363.96,8.33,65000.0,-0.3312,0.0312,55.44,694.83,628.66,9.52,1091.88,992.62,9.09,1.65,66174.52,57.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.35,67000.0,0.3961,0.0461,49.68,727.92,694.83,4.55,65000.0,-0.3312,0.0188,55.44,694.83,628.66,9.52,1422.75,1323.49,6.98,2.15,66174.52,57.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,3,0.4,67000.0,0.3961,0.0039,49.68,727.92,694.83,4.55,66000.0,-0.4609,0.0609,52.38,1025.71,959.53,6.45,1753.62,1654.36,5.66,2.65,66174.52,57.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.1,70000.0,0.1197,0.0197,48.21,178.67,158.82,11.11,61000.0,-0.1006,0.0006,68.49,224.99,198.52,11.76,403.66,357.34,11.48,0.61,66174.52,81.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.15,70000.0,0.1197,0.0303,48.21,178.67,158.82,11.11,62000.0,-0.14,0.01,65.17,311.02,291.17,6.38,489.69,449.99,8.11,0.74,66174.52,81.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.2,69000.0,0.1952,0.0048,48.6,324.26,304.4,6.12,63000.0,-0.1921,0.0079,61.54,463.22,397.05,14.29,787.48,701.45,10.92,1.19,66174.52,81.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.25,68000.0,0.2988,0.0488,50.17,595.57,529.4,11.11,64000.0,-0.2623,0.0123,58.11,628.66,595.57,5.26,1224.23,1124.97,8.11,1.85,66174.52,81.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.3,68000.0,0.2988,0.0012,50.17,595.57,529.4,11.11,64000.0,-0.2623,0.0377,58.11,628.66,595.57,5.26,1224.23,1124.97,8.11,1.85,66174.52,81.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.35,68000.0,0.2988,0.0512,50.17,595.57,529.4,11.11,65000.0,-0.354,0.004,55.27,893.36,827.18,7.41,1488.93,1356.58,8.89,2.25,66174.52,81.0,True,
pullback,2026-02-12T23:00:00+00:00,2026-02-12,23,0.7556,4,0.4,67000.0,0.4142,0.0142,50.94,959.53,926.44,3.45,65000.0,-0.354,0.046,55.27,893.36,827.18,7.41,1852.89,1753.62,5.36,2.8,66174.52,81.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,1,0.1,70000.0,0.0803,0.0197,53.25,61.08,40.72,33.33,66000.0,-0.1259,0.0259,59.03,115.37,95.01,17.65,176.44,135.73,23.08,0.26,67862.59,15.0,False,leg_ask_too_low
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,1,0.15,69000.0,0.2152,0.0652,50.69,176.44,156.08,11.54,66000.0,-0.1259,0.0241,59.03,115.37,95.01,17.65,291.81,251.09,13.95,0.43,67862.59,15.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,1,0.2,69000.0,0.2152,0.0152,50.69,176.44,156.08,11.54,66000.0,-0.1259,0.0741,59.03,115.37,95.01,17.65,291.81,251.09,13.95,0.43,67862.59,15.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,1,0.25,69000.0,0.2152,0.0348,50.69,176.44,156.08,11.54,67000.0,-0.2819,0.0319,54.03,278.24,251.09,9.76,454.68,407.18,10.45,0.67,67862.59,15.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,1,0.3,69000.0,0.2152,0.0848,50.69,176.44,156.08,11.54,67000.0,-0.2819,0.0181,54.03,278.24,251.09,9.76,454.68,407.18,10.45,0.67,67862.59,15.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,1,0.35,68000.0,0.4626,0.1126,50.13,508.97,441.11,13.33,67000.0,-0.2819,0.0681,54.03,278.24,251.09,9.76,787.21,692.2,12.07,1.16,67862.59,15.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,1,0.4,68000.0,0.4626,0.0626,50.13,508.97,441.11,13.33,67000.0,-0.2819,0.1181,54.03,278.24,251.09,9.76,787.21,692.2,12.07,1.16,67862.59,15.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,2,0.1,71000.0,0.107,0.007,53.87,128.94,108.58,15.79,64000.0,-0.0939,0.0061,67.71,149.3,128.94,13.64,278.24,237.52,14.63,0.41,67862.59,39.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,2,0.15,70000.0,0.1929,0.0429,52.73,257.88,230.73,10.53,64000.0,-0.0939,0.0561,67.71,149.3,128.94,13.64,407.18,359.67,11.67,0.6,67862.59,39.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,2,0.2,70000.0,0.1929,0.0071,52.73,257.88,230.73,10.53,66000.0,-0.236,0.036,59.38,407.18,373.24,8.33,665.05,603.98,9.18,0.98,67862.59,39.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,2,0.25,70000.0,0.1929,0.0571,52.73,257.88,230.73,10.53,66000.0,-0.236,0.014,59.38,407.18,373.24,8.33,665.05,603.98,9.18,0.98,67862.59,39.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,2,0.3,69000.0,0.3221,0.0221,52.37,508.97,475.04,6.67,67000.0,-0.3605,0.0605,56.11,678.63,610.76,10.0,1187.6,1085.8,8.57,1.75,67862.59,39.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,2,0.35,69000.0,0.3221,0.0279,52.37,508.97,475.04,6.67,67000.0,-0.3605,0.0105,56.11,678.63,610.76,10.0,1187.6,1085.8,8.57,1.75,67862.59,39.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,2,0.4,69000.0,0.3221,0.0779,52.37,508.97,475.04,6.67,67000.0,-0.3605,0.0395,56.11,678.63,610.76,10.0,1187.6,1085.8,8.57,1.75,67862.59,39.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,3,0.1,72000.0,0.103,0.003,54.3,156.08,135.73,13.04,64000.0,-0.1342,0.0342,63.88,264.66,244.31,7.69,420.75,380.03,9.68,0.62,67862.59,63.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,3,0.15,71000.0,0.1613,0.0113,52.83,264.66,237.52,10.26,64000.0,-0.1342,0.0158,63.88,264.66,244.31,7.69,529.33,481.82,8.97,0.78,67862.59,63.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,3,0.2,71000.0,0.1613,0.0387,52.83,264.66,237.52,10.26,64000.0,-0.1342,0.0658,63.88,264.66,244.31,7.69,529.33,481.82,8.97,0.78,67862.59,63.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,3,0.25,70000.0,0.2498,0.0002,52.61,441.11,407.18,7.69,66000.0,-0.2767,0.0267,57.53,610.76,542.9,11.11,1051.87,950.08,9.68,1.55,67862.59,63.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,3,0.3,70000.0,0.2498,0.0502,52.61,441.11,407.18,7.69,66000.0,-0.2767,0.0233,57.53,610.76,542.9,11.11,1051.87,950.08,9.68,1.55,67862.59,63.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,3,0.35,69000.0,0.3617,0.0117,52.45,746.49,712.56,4.55,67000.0,-0.3847,0.0347,55.44,916.15,848.28,7.41,1662.63,1560.84,6.12,2.45,67862.59,63.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,3,0.4,69000.0,0.3617,0.0383,52.45,746.49,712.56,4.55,67000.0,-0.3847,0.0153,55.44,916.15,848.28,7.41,1662.63,1560.84,6.12,2.45,67862.59,63.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,4,0.1,73000.0,0.0951,0.0049,54.83,169.66,142.51,16.0,62000.0,-0.0874,0.0126,68.47,203.59,183.23,10.0,373.24,325.74,12.73,0.55,67862.59,87.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,4,0.15,72000.0,0.1385,0.0115,53.4,251.09,230.73,8.11,64000.0,-0.1639,0.0139,61.93,407.18,373.24,8.33,658.27,603.98,8.25,0.97,67862.59,87.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,4,0.2,71000.0,0.2011,0.0011,52.59,407.18,346.1,15.0,65000.0,-0.2236,0.0236,59.04,542.9,508.97,6.25,950.08,855.07,10.0,1.4,67862.59,87.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,4,0.25,70000.0,0.285,0.035,52.54,610.76,576.83,5.56,65000.0,-0.2236,0.0264,59.04,542.9,508.97,6.25,1153.66,1085.8,5.88,1.7,67862.59,87.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,4,0.3,70000.0,0.285,0.015,52.54,610.76,576.83,5.56,66000.0,-0.302,0.002,56.76,780.42,746.49,4.35,1391.18,1323.32,4.88,2.05,67862.59,87.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,4,0.35,69000.0,0.3847,0.0347,52.53,950.08,882.21,7.14,67000.0,-0.3975,0.0475,54.73,1119.73,1051.87,6.06,2069.81,1934.08,6.56,3.05,67862.59,87.0,True,
pullback,2026-02-16T17:00:00+00:00,2026-02-16,17,0.7431,4,0.4,69000.0,0.3847,0.0153,52.53,950.08,882.21,7.14,67000.0,-0.3975,0.0026,54.73,1119.73,1051.87,6.06,2069.81,1934.08,6.56,3.05,67862.59,87.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,1,0.1,71000.0,0.1298,0.0298,56.83,150.58,143.73,4.55,64000.0,-0.0529,0.0471,74.32,75.29,54.76,27.27,225.86,198.49,12.12,0.33,68443.79,28.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,1,0.15,71000.0,0.1298,0.0202,56.83,150.58,143.73,4.55,66000.0,-0.1551,0.0051,64.41,219.02,191.64,12.5,369.6,335.37,9.26,0.54,68443.79,28.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,1,0.2,70000.0,0.2357,0.0357,54.28,301.15,273.78,9.09,66000.0,-0.1551,0.0449,64.41,219.02,191.64,12.5,520.17,465.42,10.53,0.76,68443.79,28.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,1,0.25,70000.0,0.2357,0.0143,54.28,301.15,273.78,9.09,67000.0,-0.2603,0.0103,60.07,376.44,342.22,9.09,677.59,615.99,9.09,0.99,68443.79,28.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,1,0.3,70000.0,0.2357,0.0643,54.28,301.15,273.78,9.09,67000.0,-0.2603,0.0397,60.07,376.44,342.22,9.09,677.59,615.99,9.09,0.99,68443.79,28.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,1,0.35,69000.0,0.4007,0.0507,54.17,615.99,547.55,11.11,68000.0,-0.4135,0.0635,56.07,684.44,650.22,5.0,1300.43,1197.77,7.89,1.9,68443.79,28.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,1,0.4,69000.0,0.4007,0.0007,54.17,615.99,547.55,11.11,68000.0,-0.4135,0.0134,56.07,684.44,650.22,5.0,1300.43,1197.77,7.89,1.9,68443.79,28.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,2,0.1,72000.0,0.1175,0.0175,54.5,177.95,157.42,11.54,64000.0,-0.0919,0.0081,66.73,164.27,143.73,12.5,342.22,301.15,12.0,0.5,68443.79,52.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,2,0.15,72000.0,0.1175,0.0325,54.5,177.95,157.42,11.54,64000.0,-0.0919,0.0581,66.73,164.27,143.73,12.5,342.22,301.15,12.0,0.5,68443.79,52.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,2,0.2,71000.0,0.189,0.011,52.88,301.15,273.78,9.09,66000.0,-0.2087,0.0087,59.72,410.66,342.22,16.67,711.82,615.99,13.46,1.04,68443.79,52.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,2,0.25,70000.0,0.2941,0.0441,52.21,513.33,479.11,6.67,66000.0,-0.2087,0.0413,59.72,410.66,342.22,16.67,923.99,821.33,11.11,1.35,68443.79,52.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,2,0.3,70000.0,0.2941,0.0059,52.21,513.33,479.11,6.67,67000.0,-0.306,0.006,56.79,615.99,581.77,5.56,1129.32,1060.88,6.06,1.65,68443.79,52.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,2,0.35,70000.0,0.2941,0.0558,52.21,513.33,479.11,6.67,67000.0,-0.306,0.044,56.79,615.99,581.77,5.56,1129.32,1060.88,6.06,1.65,68443.79,52.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,2,0.4,69000.0,0.4281,0.0281,52.7,889.77,821.33,7.69,68000.0,-0.4308,0.0308,54.23,958.21,889.77,7.14,1847.98,1711.09,7.41,2.7,68443.79,52.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,3,0.1,73000.0,0.1066,0.0065,54.55,191.64,164.27,14.29,63000.0,-0.0876,0.0124,67.1,184.8,164.27,11.11,376.44,328.53,12.73,0.55,68443.79,76.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,3,0.15,72000.0,0.1577,0.0077,52.98,287.46,266.93,7.14,65000.0,-0.1729,0.0229,60.48,376.44,342.22,9.09,663.9,609.15,8.25,0.97,68443.79,76.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,3,0.2,71000.0,0.2319,0.0319,52.15,479.11,410.66,14.29,65000.0,-0.1729,0.0271,60.48,376.44,342.22,9.09,855.55,752.88,12.0,1.25,68443.79,76.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,3,0.25,71000.0,0.2319,0.0181,52.15,479.11,410.66,14.29,66000.0,-0.2405,0.0095,57.4,547.55,513.33,6.25,1026.66,923.99,10.0,1.5,68443.79,76.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,3,0.3,70000.0,0.3292,0.0292,51.99,718.66,650.22,9.52,67000.0,-0.3304,0.0304,55.12,821.33,752.88,8.33,1539.99,1403.1,8.89,2.25,68443.79,76.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,3,0.35,70000.0,0.3292,0.0208,51.99,718.66,650.22,9.52,67000.0,-0.3304,0.0195,55.12,821.33,752.88,8.33,1539.99,1403.1,8.89,2.25,68443.79,76.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,3,0.4,69000.0,0.4427,0.0427,52.22,1095.1,1026.66,6.25,68000.0,-0.4387,0.0387,53.09,1163.54,1095.1,5.88,2258.65,2121.76,6.06,3.3,68443.79,76.0,True,
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,4,0.1,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,4,0.15,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,4,0.2,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,4,0.25,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,4,0.3,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,4,0.35,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-02-17T04:00:00+00:00,2026-02-17,4,0.7875,4,0.4,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
pullback,2026-02-23T07:00:00+00:00,2026-02-23,7,0.8903,1,0.1,68500.0,0.1085,0.0085,61.68,118.44,92.12,22.22,62000.0,-0.0932,0.0068,84.27,144.76,125.02,13.64,263.2,217.14,17.5,0.4,65800.4,25.0,True,
pullback,2026-02-23T07:00:00+00:00,2026-02-23,7,0.8903,1,0.15,68000.0,0.1547,0.0047,61.44,177.66,151.34,14.81,63000.0,-0.1505,0.0005,78.46,236.88,210.56,11.11,414.54,361.9,12.7,0.63,65800.4,25.0,True,
pullback,2026-02-23T07:00:00+00:00,2026-02-23,7,0.8903,1,0.2,67500.0,0.213,0.013,61.12,256.62,236.88,7.69,64000.0,-0.2401,0.0401,72.85,394.8,329.0,16.67,651.42,565.88,13.13,0.99,65800.4,25.0,True,
pullback,2026-02-23T07:00:00+00:00,2026-02-23,7,0.8903,1,0.25,67000.0,0.2857,0.0357,61.34,394.8,329.0,16.67,64000.0,-0.2401,0.0099,72.85,394.8,329.0,16.67,789.6,658.0,16.67,1.2,65800.4,25.0,True,
pullback,2026-02-23T07:00:00+00:00,2026-02-23,7,0.8903,1,0.3,67000.0,0.2857,0.0143,61.34,394.8,329.0,16.67,64500.0,-0.3003,0.0003,70.26,493.5,460.6,6.67,888.31,789.6,11.11,1.35,65800.4,25.0,True,
pullback,2026-02-23T07:00:00+00:00,2026-02-23,7,0.8903,1,0.35,66500.0,0.3686,0.0186,61.65,559.3,493.5,11.76,65000.0,-0.3714,0.0214,67.76,658.0,592.2,10.0,1217.31,1085.71,10.81,1.85,65800.4,25.0,True,
pullback,2026-02-23T07:00:00+00:00,2026-02-23,7,0.8903,1,0.4,66500.0,0.3686,0.0314,61.65,559.3,493.5,11.76,65000.0,-0.3714,0.0286,67.76,658.0,592.2,10.0,1217.31,1085.71,10.81,1.85,65800.4,25.0,True,
pullback,2026-02-23T07:00:00+00:00,2026-02-23,7,0.8903,2,0.1,69500.0,0.1029,0.0029,58.08,138.18,118.44,14.29,61000.0,-0.0992,0.0008,79.33,197.4,177.66,10.0,335.58,296.1,11.76,0.51,65800.4,49.0,True,
pullback,2026-02-23T07:00:00+00:00,2026-02-23,7,0.8903,2,0.15,69000.0,0.1346,0.0154,57.79,190.82,164.5,13.79,62000.0,-0.1403,0.0097,74.13,276.36,256.62,7.14,467.18,421.12,9.86,0.71,65800.4,49.0,True,
pullback,2026-02-23T07:00:00+00:00,2026-02-23,7,0.8903,2,0.2,68000.0,0.2226,0.0226,58.04,361.9,322.42,10.91,63000.0,-0.2008,0.0008,69.58,427.7,361.9,15.38,789.6,684.32,13.33,1.2,65800.4,49.0,True,
