signal,fire_ts,date,hour_utc,rv_rank,dte,delta_target,call_strike,call_actual_delta,call_delta_dist,call_actual_iv,call_ask_usd,call_bid_usd,call_spread_pct,put_strike,put_actual_delta,put_delta_dist,put_actual_iv,put_ask_usd,put_bid_usd,put_spread_pct,straddle_ask_usd,straddle_bid_usd,straddle_spread_pct,straddle_pct_spot,spot_usd,hours_to_expiry,available,skip_reason
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,3,0.1,71000.0,0.1118,0.0118,48.82,155.25,135.0,13.04,62000.0,-0.0653,0.0347,67.81,121.5,101.25,16.67,276.75,236.25,14.63,0.41,67500.85,62.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,3,0.15,71000.0,0.1118,0.0382,48.82,155.25,135.0,13.04,64000.0,-0.1408,0.0092,59.77,256.5,229.5,10.53,411.76,364.5,11.48,0.61,67500.85,62.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,3,0.2,70000.0,0.19,0.01,48.59,297.0,270.0,9.09,65000.0,-0.2084,0.0084,56.38,405.01,337.5,16.67,702.01,607.51,13.46,1.04,67500.85,62.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,3,0.25,69000.0,0.3012,0.0512,48.98,540.01,506.26,6.25,65500.0,-0.252,0.002,54.78,506.26,438.76,13.33,1046.26,945.01,9.68,1.55,67500.85,62.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,3,0.3,69000.0,0.3012,0.0012,48.98,540.01,506.26,6.25,66000.0,-0.3035,0.0035,53.45,607.51,573.76,5.56,1147.51,1080.01,5.88,1.7,67500.85,62.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,3,0.35,68500.0,0.3662,0.0162,49.28,708.76,641.26,9.52,66500.0,-0.362,0.012,52.32,776.26,708.76,8.7,1485.02,1350.02,9.09,2.2,67500.85,62.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,3,0.4,68500.0,0.3662,0.0338,49.28,708.76,641.26,9.52,67000.0,-0.4258,0.0258,51.41,945.01,911.26,3.57,1653.77,1552.52,6.12,2.45,67500.85,62.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,4,0.1,72000.0,0.0945,0.0055,48.93,155.25,128.25,17.39,62000.0,-0.0872,0.0128,64.43,189.0,162.0,14.29,344.25,290.25,15.69,0.51,67500.85,86.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,4,0.15,71000.0,0.1494,0.0006,48.27,249.75,229.5,8.11,64000.0,-0.1712,0.0212,58.06,371.25,337.5,9.09,621.01,567.01,8.7,0.92,67500.85,86.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,4,0.2,70000.0,0.228,0.028,48.09,438.76,405.01,7.69,64500.0,-0.2021,0.0021,56.55,472.51,405.01,14.29,911.26,810.01,11.11,1.35,67500.85,86.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,4,0.25,70000.0,0.228,0.022,48.09,438.76,405.01,7.69,65000.0,-0.2383,0.0117,55.22,540.01,506.26,6.25,978.76,911.26,6.9,1.45,67500.85,86.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,4,0.3,69500.0,0.2761,0.0239,48.17,573.76,506.26,11.76,65500.0,-0.2806,0.0194,54.2,675.01,607.51,10.0,1248.77,1113.76,10.81,1.85,67500.85,86.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,4,0.35,69000.0,0.3302,0.0198,48.56,708.76,675.01,4.76,66000.0,-0.327,0.023,53.07,810.01,742.51,8.33,1518.77,1417.52,6.67,2.25,67500.85,86.0,True,
vol_burst,2026-03-31T18:00:00+00:00,2026-03-31,18,0.7722,4,0.4,68500.0,0.3879,0.0121,49.04,911.26,843.76,7.41,66500.0,-0.3785,0.0215,52.02,978.76,911.26,6.9,1890.02,1755.02,7.14,2.8,67500.85,86.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,1,0.1,70000.0,0.0874,0.0126,48.3,74.03,60.57,18.18,64000.0,-0.0876,0.0124,65.0,107.68,94.22,12.5,181.71,154.79,14.81,0.27,67299.77,30.0,False,leg_ask_too_low
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,1,0.15,69500.0,0.1364,0.0136,48.62,134.6,107.68,20.0,65000.0,-0.1564,0.0064,60.94,208.63,181.71,12.9,343.23,289.39,15.69,0.51,67299.77,30.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,1,0.2,69000.0,0.1999,0.0001,48.66,222.09,195.17,12.12,65500.0,-0.2056,0.0055,58.77,282.66,255.74,9.52,504.75,450.91,10.67,0.75,67299.77,30.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,1,0.25,68500.0,0.2849,0.0349,50.14,370.15,316.31,14.55,66000.0,-0.2676,0.0176,56.85,403.8,336.5,16.67,773.95,652.81,15.65,1.15,67299.77,30.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,1,0.3,68500.0,0.2849,0.0151,50.14,370.15,316.31,14.55,66000.0,-0.2676,0.0324,56.85,403.8,336.5,16.67,773.95,652.81,15.65,1.15,67299.77,30.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,1,0.35,68000.0,0.3764,0.0264,50.65,538.4,471.1,12.5,66500.0,-0.3429,0.0071,55.1,538.4,471.1,12.5,1076.8,942.2,12.5,1.6,67299.77,30.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,1,0.4,68000.0,0.3764,0.0236,50.65,538.4,471.1,12.5,67000.0,-0.4296,0.0296,53.5,706.65,639.35,9.52,1245.05,1110.45,10.81,1.85,67299.77,30.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,2,0.1,70500.0,0.1094,0.0094,46.76,134.6,107.68,20.0,63000.0,-0.0928,0.0072,65.36,161.52,134.6,16.67,296.12,242.28,18.18,0.44,67299.77,54.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,2,0.15,70000.0,0.1515,0.0015,47.05,195.17,168.25,13.79,64000.0,-0.141,0.009,61.62,242.28,222.09,8.33,437.45,390.34,10.77,0.65,67299.77,54.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,2,0.2,69500.0,0.202,0.002,47.13,289.39,255.74,11.63,65000.0,-0.2118,0.0118,58.01,403.8,336.5,16.67,693.19,592.24,14.56,1.03,67299.77,54.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,2,0.25,69000.0,0.2648,0.0148,47.91,437.45,370.15,15.38,65500.0,-0.2584,0.0084,56.36,504.75,437.45,13.33,942.2,807.6,14.29,1.4,67299.77,54.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,2,0.3,68500.0,0.3334,0.0334,48.39,572.05,538.4,5.88,66000.0,-0.3123,0.0123,54.72,605.7,572.05,5.56,1177.75,1110.45,5.71,1.75,67299.77,54.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,2,0.35,68500.0,0.3334,0.0166,48.39,572.05,538.4,5.88,66500.0,-0.3742,0.0242,53.48,773.95,706.65,8.7,1346.0,1245.05,7.5,2.0,67299.77,54.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,2,0.4,68000.0,0.4086,0.0086,49.57,773.95,706.65,8.7,66500.0,-0.3742,0.0258,53.48,773.95,706.65,8.7,1547.89,1413.3,8.7,2.3,67299.77,54.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,3,0.1,71000.0,0.0991,0.0009,42.89,127.87,100.95,21.05,63000.0,-0.1034,0.0034,57.19,195.17,174.98,10.34,323.04,275.93,14.58,0.48,67299.77,78.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,3,0.15,70500.0,0.1343,0.0157,43.07,181.71,154.79,14.81,64000.0,-0.1543,0.0043,54.36,296.12,269.2,9.09,477.83,423.99,11.27,0.71,67299.77,78.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,3,0.2,70000.0,0.1765,0.0235,43.2,255.74,228.82,10.53,65000.0,-0.2261,0.0261,51.59,471.1,403.8,14.29,726.84,632.62,12.96,1.08,67299.77,78.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,3,0.25,69500.0,0.2259,0.0241,43.22,370.15,323.04,12.73,65000.0,-0.2261,0.0239,51.59,471.1,403.8,14.29,841.25,726.84,13.6,1.25,67299.77,78.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,3,0.3,69000.0,0.2837,0.0163,43.49,504.75,437.45,13.33,66000.0,-0.3239,0.0239,49.21,706.65,639.35,9.52,1211.4,1076.8,11.11,1.8,67299.77,78.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,3,0.35,68500.0,0.3494,0.0006,44.29,673.0,605.7,10.0,66000.0,-0.3239,0.0261,49.21,706.65,639.35,9.52,1379.65,1245.05,9.76,2.05,67299.77,78.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,3,0.4,68000.0,0.4184,0.0184,45.3,874.9,807.6,7.69,66500.0,-0.3818,0.0182,48.1,874.9,807.6,7.69,1749.79,1615.19,7.69,2.6,67299.77,78.0,True,
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,4,0.1,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,4,0.15,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,4,0.2,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,4,0.25,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,4,0.3,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,4,0.35,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
vol_burst,2026-04-02T02:00:00+00:00,2026-04-02,2,0.7708,4,0.4,,,,,,,,,,,,,,,,,,,,,False,no_matching_contract
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,1,0.1,68500.0,0.1184,0.0184,46.85,86.79,60.09,30.77,65000.0,-0.1316,0.0316,57.06,120.17,100.14,16.67,206.96,160.23,22.58,0.31,66762.84,17.0,False,spread_too_wide
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,1,0.15,68500.0,0.1184,0.0316,46.85,86.79,60.09,30.77,65000.0,-0.1316,0.0184,57.06,120.17,100.14,16.67,206.96,160.23,22.58,0.31,66762.84,17.0,False,spread_too_wide
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,1,0.2,68000.0,0.2038,0.0038,46.85,166.91,133.53,20.0,65500.0,-0.1965,0.0035,54.3,166.91,160.23,4.0,333.81,293.76,12.0,0.5,66762.84,17.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,1,0.25,68000.0,0.2038,0.0462,46.85,166.91,133.53,20.0,66000.0,-0.288,0.038,52.02,287.08,260.38,9.3,453.99,393.9,13.24,0.68,66762.84,17.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,1,0.3,67500.0,0.3225,0.0225,47.81,307.11,267.05,13.04,66000.0,-0.288,0.012,52.02,287.08,260.38,9.3,594.19,527.43,11.24,0.89,66762.84,17.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,1,0.35,67500.0,0.3225,0.0275,47.81,307.11,267.05,13.04,66500.0,-0.4062,0.0562,50.14,467.34,400.58,14.29,774.45,667.63,13.79,1.16,66762.84,17.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,1,0.4,67000.0,0.4585,0.0585,49.15,534.1,467.34,12.5,66500.0,-0.4062,0.0062,50.14,467.34,400.58,14.29,1001.44,867.92,13.33,1.5,66762.84,17.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,2,0.1,69500.0,0.1091,0.0091,45.32,120.17,93.47,22.22,63000.0,-0.0743,0.0257,61.11,100.14,86.79,13.33,220.32,180.26,18.18,0.33,66762.84,41.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,2,0.15,69000.0,0.1585,0.0085,45.23,180.26,153.55,14.81,64500.0,-0.1647,0.0147,55.03,240.35,213.64,11.11,420.61,367.2,12.7,0.63,66762.84,41.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,2,0.2,68500.0,0.2218,0.0218,45.21,267.05,247.02,7.5,65000.0,-0.2137,0.0137,53.32,313.79,293.76,6.38,580.84,540.78,6.9,0.87,66762.84,41.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,2,0.25,68500.0,0.2218,0.0282,45.21,267.05,247.02,7.5,65500.0,-0.2731,0.0231,51.44,400.58,367.2,8.33,667.63,614.22,8.0,1.0,66762.84,41.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,2,0.3,68000.0,0.3001,0.0001,45.61,400.58,367.2,8.33,65500.0,-0.2731,0.0269,51.44,400.58,367.2,8.33,801.15,734.39,8.33,1.2,66762.84,41.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,2,0.35,67500.0,0.3887,0.0387,46.29,600.87,534.1,11.11,66000.0,-0.3451,0.0049,49.85,567.48,534.1,5.88,1168.35,1068.21,8.57,1.75,66762.84,41.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,2,0.4,67500.0,0.3887,0.0113,46.29,600.87,534.1,11.11,66500.0,-0.428,0.028,48.48,734.39,701.01,4.55,1335.26,1235.11,7.5,2.0,66762.84,41.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,3,0.1,70000.0,0.0974,0.0026,40.48,106.82,86.79,18.75,63000.0,-0.095,0.005,53.7,153.55,126.85,17.39,260.38,213.64,17.95,0.39,66762.84,65.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,3,0.15,69500.0,0.1376,0.0124,40.49,166.91,140.2,16.0,64000.0,-0.1523,0.0023,50.58,247.02,220.32,10.81,413.93,360.52,12.9,0.62,66762.84,65.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,3,0.2,69000.0,0.1884,0.0116,40.48,247.02,213.64,13.51,64500.0,-0.1919,0.0081,49.2,320.46,287.08,10.42,567.48,500.72,11.76,0.85,66762.84,65.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,3,0.25,68500.0,0.2526,0.0026,41.0,367.2,320.46,12.73,65000.0,-0.2386,0.0114,47.75,433.96,367.2,15.38,801.15,687.66,14.17,1.2,66762.84,65.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,3,0.3,68000.0,0.3244,0.0244,41.29,534.1,467.34,12.5,65500.0,-0.2964,0.0036,46.5,534.1,467.34,12.5,1068.21,934.68,12.5,1.6,66762.84,65.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,3,0.35,68000.0,0.3244,0.0256,41.29,534.1,467.34,12.5,66000.0,-0.3618,0.0118,45.19,701.01,634.25,9.52,1235.11,1101.59,10.81,1.85,66762.84,65.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,3,0.4,67500.0,0.404,0.004,42.05,701.01,634.25,9.52,66500.0,-0.4353,0.0353,44.11,867.92,801.15,7.69,1568.93,1435.4,8.51,2.35,66762.84,65.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,4,0.1,71000.0,0.0759,0.0241,40.96,100.14,80.12,20.0,62000.0,-0.0838,0.0162,55.54,153.55,133.53,13.04,253.7,213.64,15.79,0.38,66762.84,89.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,4,0.15,70000.0,0.1378,0.0122,40.94,200.29,166.91,16.67,63000.0,-0.1247,0.0253,52.57,233.67,213.64,8.57,433.96,380.55,12.31,0.65,66762.84,89.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,4,0.2,69500.0,0.1804,0.0196,40.94,267.05,240.35,10.0,64000.0,-0.1864,0.0136,50.16,367.2,333.81,9.09,634.25,574.16,9.47,0.95,66762.84,89.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,4,0.25,69000.0,0.2292,0.0208,40.93,367.2,333.81,9.09,65000.0,-0.2692,0.0192,47.45,567.48,500.72,11.76,934.68,834.54,10.71,1.4,66762.84,89.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,4,0.3,68500.0,0.2874,0.0126,41.22,500.72,467.34,6.67,65500.0,-0.3208,0.0208,46.26,701.01,634.25,9.52,1201.73,1101.59,8.33,1.8,66762.84,89.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,4,0.35,68000.0,0.3522,0.0022,41.74,667.63,600.87,10.0,66000.0,-0.3788,0.0288,45.13,867.92,801.15,7.69,1535.55,1402.02,8.7,2.3,66762.84,89.0,True,
vol_burst,2026-04-02T15:00:00+00:00,2026-04-02,15,0.7736,4,0.4,67500.0,0.4208,0.0208,42.43,867.92,801.15,7.69,66000.0,-0.3788,0.0212,45.13,867.92,801.15,7.69,1735.83,1602.31,7.69,2.6,66762.84,89.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,1,0.1,70500.0,0.1029,0.0029,50.89,82.49,61.86,25.0,66500.0,-0.0911,0.0089,61.48,82.49,61.86,25.0,164.97,123.73,25.0,0.24,68738.06,14.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,1,0.15,70000.0,0.1703,0.0203,48.89,130.6,109.98,15.79,67000.0,-0.1356,0.0144,57.41,116.85,96.23,17.65,247.46,206.21,16.67,0.36,68738.06,14.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,1,0.2,70000.0,0.1703,0.0297,48.89,130.6,109.98,15.79,67500.0,-0.2053,0.0053,54.07,171.85,158.1,8.0,302.45,268.08,11.36,0.44,68738.06,14.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,1,0.25,69500.0,0.2749,0.0249,47.99,233.71,206.21,11.76,67500.0,-0.2053,0.0447,54.07,171.85,158.1,8.0,405.55,364.31,10.17,0.59,68738.06,14.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,1,0.3,69500.0,0.2749,0.0251,47.99,233.71,206.21,11.76,68000.0,-0.3074,0.0073,51.62,288.7,268.08,7.14,522.41,474.29,9.21,0.76,68738.06,14.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,1,0.35,69000.0,0.413,0.063,48.23,412.43,378.06,8.33,68000.0,-0.3074,0.0426,51.62,288.7,268.08,7.14,701.13,646.14,7.84,1.02,68738.06,14.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,1,0.4,69000.0,0.413,0.013,48.23,412.43,378.06,8.33,68500.0,-0.4392,0.0392,49.55,481.17,412.43,14.29,893.59,790.49,11.54,1.3,68738.06,14.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,2,0.1,71500.0,0.1033,0.0033,47.52,116.85,96.23,17.65,65500.0,-0.109,0.009,59.66,158.1,130.6,17.39,274.95,226.84,17.5,0.4,68738.06,38.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,2,0.15,71000.0,0.1463,0.0037,46.92,171.85,144.35,16.0,66000.0,-0.141,0.009,57.5,206.21,178.72,13.33,378.06,323.07,14.55,0.55,68738.06,38.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,2,0.2,70500.0,0.204,0.004,46.73,254.33,226.84,10.81,66500.0,-0.1826,0.0174,55.58,268.08,247.46,7.69,522.41,474.29,9.21,0.76,68738.06,38.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,2,0.25,70000.0,0.2768,0.0268,46.99,378.06,336.82,10.91,67000.0,-0.2368,0.0132,54.29,378.06,329.94,12.73,756.12,666.76,11.82,1.1,68738.06,38.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,2,0.3,70000.0,0.2768,0.0232,46.99,378.06,336.82,10.91,67500.0,-0.2983,0.0017,52.05,481.17,446.8,7.14,859.23,783.61,8.8,1.25,68738.06,38.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,2,0.35,69500.0,0.3603,0.0103,47.4,549.9,481.17,12.5,68000.0,-0.3741,0.0241,50.77,653.01,584.27,10.53,1202.92,1065.44,11.43,1.75,68738.06,38.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,2,0.4,69500.0,0.3603,0.0397,47.4,549.9,481.17,12.5,68000.0,-0.3741,0.0259,50.77,653.01,584.27,10.53,1202.92,1065.44,11.43,1.75,68738.06,38.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,3,0.1,72000.0,0.121,0.021,46.94,171.85,144.35,16.0,64000.0,-0.0876,0.0124,63.29,164.97,137.48,16.67,336.82,281.83,16.33,0.49,68738.06,62.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,3,0.15,72000.0,0.121,0.029,46.94,171.85,144.35,16.0,65000.0,-0.1302,0.0198,59.7,247.46,219.96,11.11,419.3,364.31,13.11,0.61,68738.06,62.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,3,0.2,71000.0,0.2063,0.0063,46.79,323.07,295.57,8.51,66000.0,-0.1945,0.0055,56.77,378.06,343.69,9.09,701.13,639.26,8.82,1.02,68738.06,62.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,3,0.25,70500.0,0.2617,0.0117,46.89,446.8,378.06,15.38,67000.0,-0.2817,0.0317,53.46,584.27,515.54,11.76,1031.07,893.59,13.33,1.5,68738.06,62.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,3,0.3,70000.0,0.3255,0.0255,47.4,584.27,549.9,5.88,67000.0,-0.2817,0.0183,53.46,584.27,515.54,11.76,1168.55,1065.44,8.82,1.7,68738.06,62.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,3,0.35,70000.0,0.3255,0.0245,47.4,584.27,549.9,5.88,67500.0,-0.3366,0.0134,52.16,721.75,653.01,9.52,1306.02,1202.92,7.89,1.9,68738.06,62.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,3,0.4,69500.0,0.3938,0.0062,47.88,790.49,721.75,8.7,68000.0,-0.3981,0.0019,51.08,893.59,824.86,7.69,1684.08,1546.61,8.16,2.45,68738.06,62.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,4,0.1,73000.0,0.1009,0.0009,47.19,164.97,137.48,16.67,64000.0,-0.1155,0.0155,61.21,254.33,226.84,10.81,419.3,364.31,13.11,0.61,68738.06,86.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,4,0.15,72000.0,0.1618,0.0118,46.94,281.83,247.46,12.2,65000.0,-0.1639,0.0139,58.79,378.06,336.82,10.91,659.89,584.27,11.46,0.96,68738.06,86.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,4,0.2,72000.0,0.1618,0.0382,46.94,281.83,247.46,12.2,65500.0,-0.191,0.009,56.81,446.8,412.43,7.69,728.62,659.89,9.43,1.06,68738.06,86.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,4,0.25,71000.0,0.2466,0.0034,47.01,481.17,446.8,7.14,66500.0,-0.265,0.015,54.52,653.01,584.27,10.53,1134.18,1031.07,9.09,1.65,68738.06,86.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,4,0.3,70500.0,0.2982,0.0018,47.32,618.64,549.9,11.11,67000.0,-0.309,0.009,53.38,790.49,721.75,8.7,1409.13,1271.65,9.76,2.05,68738.06,86.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,4,0.35,70000.0,0.3545,0.0045,47.87,790.49,721.75,8.7,67500.0,-0.3577,0.0077,52.25,927.96,859.23,7.41,1718.45,1580.98,8.0,2.5,68738.06,86.0,True,
vol_burst,2026-04-07T18:00:00+00:00,2026-04-07,18,0.6181,4,0.4,69500.0,0.4136,0.0136,48.55,996.7,927.96,6.9,68000.0,-0.4107,0.0107,51.25,1099.81,1031.07,6.25,2096.51,1959.03,6.56,3.05,68738.06,86.0,True,
vol_burst,2026-04-07T20:00:00+00:00,2026-04-07,20,0.7097,1,0.1,71000.0,0.0898,0.0102,56.56,69.11,55.29,20.0,67000.0,-0.0971,0.0029,62.31,82.93,69.11,16.67,152.04,124.39,18.18,0.22,69108.2,12.0,False,leg_ask_too_low
vol_burst,2026-04-07T20:00:00+00:00,2026-04-07,20,0.7097,1,0.15,70500.0,0.1465,0.0035,54.07,110.57,89.84,18.75,67500.0,-0.1475,0.0025,57.96,117.48,103.66,11.76,228.06,193.5,15.15,0.33,69108.2,12.0,True,
vol_burst,2026-04-07T20:00:00+00:00,2026-04-07,20,0.7097,1,0.2,70000.0,0.2356,0.0356,52.27,200.41,165.86,17.24,68000.0,-0.2297,0.0297,55.02,207.32,179.68,13.33,407.74,345.54,15.25,0.59,69108.2,12.0,True,
vol_burst,2026-04-07T20:00:00+00:00,2026-04-07,20,0.7097,1,0.25,70000.0,0.2356,0.0144,52.27,200.41,165.86,17.24,68000.0,-0.2297,0.0203,55.02,207.32,179.68,13.33,407.74,345.54,15.25,0.59,69108.2,12.0,True,
vol_burst,2026-04-07T20:00:00+00:00,2026-04-07,20,0.7097,1,0.3,69500.0,0.3623,0.0623,51.97,338.63,304.08,10.2,68500.0,-0.348,0.048,53.45,338.63,304.08,10.2,677.26,608.15,10.2,0.98,69108.2,12.0,True,
vol_burst,2026-04-07T20:00:00+00:00,2026-04-07,20,0.7097,1,0.35,69500.0,0.3623,0.0123,51.97,338.63,304.08,10.2,68500.0,-0.348,0.002,53.45,338.63,304.08,10.2,677.26,608.15,10.2,0.98,69108.2,12.0,True,
vol_burst,2026-04-07T20:00:00+00:00,2026-04-07,20,0.7097,1,0.4,69500.0,0.3623,0.0377,51.97,338.63,304.08,10.2,68500.0,-0.348,0.052,53.45,338.63,304.08,10.2,677.26,608.15,10.2,0.98,69108.2,12.0,True,
