bucket,win_rate,n,feature,target,threshold
"(0.79, 0.907]",0.28549618320610687,655,rv_rank,put_win_2p5,2.5
"(0.907, 1.0]",0.2932098765432099,648,rv_rank,put_win_2p5,2.5
"(-113.789, -24.731]",0.26339969372128635,653,rv_trend,put_win_2p5,2.5
"(-24.731, -15.531]",0.14701378254211334,653,rv_trend,put_win_2p5,2.5
"(-15.531, -9.124]",0.15773353751914243,653,rv_trend,put_win_2p5,2.5
"(-9.124, -4.422]",0.2113323124042879,653,rv_trend,put_win_2p5,2.5
"(-4.422, -0.252]",0.17457886676875958,653,rv_trend,put_win_2p5,2.5
"(-0.252, 3.703]",0.2085889570552147,652,rv_trend,put_win_2p5,2.5
"(3.703, 8.622]",0.1669218989280245,653,rv_trend,put_win_2p5,2.5
"(8.622, 14.181]",0.16079632465543645,653,rv_trend,put_win_2p5,2.5
"(14.181, 22.518]",0.1883614088820827,653,rv_trend,put_win_2p5,2.5
"(22.518, 128.787]",0.3537519142419602,653,rv_trend,put_win_2p5,2.5
"(0.21, 0.925]",0.1439509954058193,653,bb_width,put_win_2p5,2.5
"(0.925, 1.187]",0.14241960183767227,653,bb_width,put_win_2p5,2.5
"(1.187, 1.45]",0.15313935681470137,653,bb_width,put_win_2p5,2.5
"(1.45, 1.721]",0.15773353751914243,653,bb_width,put_win_2p5,2.5
"(1.721, 2.058]",0.16845329249617153,653,bb_width,put_win_2p5,2.5
"(2.058, 2.443]",0.2085889570552147,652,bb_width,put_win_2p5,2.5
"(2.443, 2.989]",0.1807044410413476,653,bb_width,put_win_2p5,2.5
"(2.989, 3.724]",0.1883614088820827,653,bb_width,put_win_2p5,2.5
"(3.724, 5.124]",0.2879019908116386,653,bb_width,put_win_2p5,2.5
"(5.124, 17.083]",0.4012251148545176,653,bb_width,put_win_2p5,2.5
"(-2.227, -0.957]",0.16845329249617153,653,vol_z,put_win_2p5,2.5
"(-0.957, -0.784]",0.19754977029096477,653,vol_z,put_win_2p5,2.5
"(-0.784, -0.639]",0.2113323124042879,653,vol_z,put_win_2p5,2.5
"(-0.639, -0.495]",0.20520673813169985,653,vol_z,put_win_2p5,2.5
"(-0.495, -0.321]",0.21439509954058192,653,vol_z,put_win_2p5,2.5
"(-0.321, -0.11]",0.19325153374233128,652,vol_z,put_win_2p5,2.5
"(-0.11, 0.187]",0.18529862174578868,653,vol_z,put_win_2p5,2.5
"(0.187, 0.641]",0.19448698315467075,653,vol_z,put_win_2p5,2.5
"(0.641, 1.533]",0.21745788667687596,653,vol_z,put_win_2p5,2.5
"(1.533, 4.726]",0.2450229709035222,653,vol_z,put_win_2p5,2.5
"(0.141, 0.467]",0.1807044410413476,653,range_ratio,put_win_2p5,2.5
"(0.467, 0.568]",0.2113323124042879,653,range_ratio,put_win_2p5,2.5
"(0.568, 0.66]",0.18683001531393567,653,range_ratio,put_win_2p5,2.5
"(0.66, 0.75]",0.19601837672281777,653,range_ratio,put_win_2p5,2.5
"(0.75, 0.853]",0.19142419601837674,653,range_ratio,put_win_2p5,2.5
"(0.853, 0.979]",0.19631901840490798,652,range_ratio,put_win_2p5,2.5
"(0.979, 1.136]",0.18223583460949463,653,range_ratio,put_win_2p5,2.5
"(1.136, 1.359]",0.18683001531393567,653,range_ratio,put_win_2p5,2.5
"(1.359, 1.738]",0.2327718223583461,653,range_ratio,put_win_2p5,2.5
"(1.738, 8.685]",0.2679938744257274,653,range_ratio,put_win_2p5,2.5
